instrument,strategy,night,position_id,side_end_of_day,entry_px_end_of_day,scheduled_signal_exit,side_first_bar_next_day_input,side_first_bar_next_day_output,carried_entry_px_next,carried(pre_side),same_trade_entry,A_result
GOLDM,gold_01,2026-08-24 -> 2026-08-25,7667771a-4528-4885-bbc4-9ee42f9ea3eb,SHORT,162340.0,False,SHORT,SHORT,162340.0,True,True,PASS
GOLDM,gold_02,2026-08-24 -> 2026-08-25,2ef20809-e550-4e35-b9db-5f352e76db10,SHORT,162300.0,False,SHORT,SHORT,162300.0,True,True,PASS
GOLDM,gold_02,2026-08-25 -> 2026-08-26,5f9624ec-738d-4761-911f-402a1fd4d2df,SHORT,161449.0,False,SHORT,SHORT,161449.0,True,True,PASS
SILVERM,silver_01,2026-08-24 -> 2026-08-25,abcd8e4b-0753-435f-ba68-15c1750dc170,SHORT,255397.0,False,SHORT,SHORT,255397.0,True,True,PASS
SILVERM,silver_01,2026-08-25 -> 2026-08-26,5f20e4ca-c87d-4bc8-a85a-b86296be12b2,LONG,252149.0,False,LONG,LONG,252149.0,True,True,PASS
SILVERM,silver_01,2026-08-27 -> 2026-08-28,db9383e7-11ed-4c64-b56f-7ee6c8318d05,LONG,249750.0,False,LONG,LONG,249750.0,True,True,PASS
SILVERM,silver_02,2026-08-24 -> 2026-08-25,e055edde-f33a-4bda-b9fb-9ad6c2e3b66c,SHORT,255397.0,False,SHORT,SHORT,255397.0,True,True,PASS
SILVERM,silver_02,2026-08-25 -> 2026-08-26,51904e5b-a0f1-4a53-b089-e33f5a69a0c2,LONG,251897.0,False,LONG,LONG,251897.0,True,True,PASS
SILVERM,silver_02,2026-08-27 -> 2026-08-28,e5515a5f-b305-4134-bb64-189156b1051f,LONG,249750.0,False,LONG,LONG,249750.0,True,True,PASS
GOLDM,gold_01,SHORT,7667771a-4528-4885-bbc4-9ee42f9ea3eb,2026-08-24,2026-08-25,1,162340.0,162426.0,1,10.0,-860.0,-860.0,313.01,313.01,-1173.01,-1173.01,long_reversal,PASS
GOLDM,gold_02,SHORT,2ef20809-e550-4e35-b9db-5f352e76db10,2026-08-24,2026-08-25,1,162300.0,162452.0,1,10.0,-1520.0,-1520.0,312.97,312.97,-1832.97,-1832.97,long_reversal,PASS
GOLDM,gold_02,SHORT,5f9624ec-738d-4761-911f-402a1fd4d2df,2026-08-25,2026-08-26,1,161449.0,161771.0,1,10.0,-3220.0,-3220.0,311.63,311.63,-3531.63,-3531.63,stop_loss_hit,PASS
SILVERM,silver_01,SHORT,abcd8e4b-0753-435f-ba68-15c1750dc170,2026-08-24,2026-08-25,1,255397.0,253001.0,1,5.0,11980.0,11980.0,255.89,255.89,11724.11,11724.11,long_reversal,PASS
SILVERM,silver_01,LONG,5f20e4ca-c87d-4bc8-a85a-b86296be12b2,2026-08-25,2026-08-26,1,252149.0,253167.0,1,5.0,5090.0,5090.0,254.28,254.28,4835.72,4835.72,short_reversal,PASS
SILVERM,silver_01,LONG,db9383e7-11ed-4c64-b56f-7ee6c8318d05,2026-08-27,2026-08-28,1,249750.0,248098.0,1,5.0,-8260.0,-8260.0,250.56,250.56,-8510.56,-8510.56,short_reversal,PASS
SILVERM,silver_02,SHORT,e055edde-f33a-4bda-b9fb-9ad6c2e3b66c,2026-08-24,2026-08-25,1,255397.0,253001.0,1,5.0,11980.0,11980.0,255.89,255.89,11724.11,11724.11,long_reversal,PASS
SILVERM,silver_02,LONG,51904e5b-a0f1-4a53-b089-e33f5a69a0c2,2026-08-25,2026-08-26,1,251897.0,253167.0,1,5.0,6350.0,6350.0,254.24,254.24,6095.76,6095.76,short_reversal,PASS
SILVERM,silver_02,LONG,e5515a5f-b305-4134-bb64-189156b1051f,2026-08-27,2026-08-28,1,249750.0,248263.0,1,5.0,-7435.0,-7435.0,250.66,250.66,-7685.66,-7685.66,stop_loss_hit,PASS
