instrument,bucket_start,open,high,low,close,live_fast15,live_h1,live_h1_prev,live_mid15,strat_prev_htf,strat_store_htf,strat_prev_close,bars_processed,prev_close,state,pos_side,pending_side,pending_trig,stop,stop_flt
SILVERM,2026-08-25 10:30,250650.0,251598.0,250601.0,251444.0,251323.7844270071,252836.68218935851,254252.20845266967,251323.7844270071,252836.68218935851,252836.68218935851,251444.0,60,250700.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 10:45,161888.0,162355.0,161888.0,162242.0,161752.83625827348,162394.12799929726,162394.12799929726,161752.83625827348,162394.12799929726,162394.12799929726,162242.0,61,161866.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 10:45,251450.0,252800.0,251450.0,252525.0,251323.7844270071,252836.68218935851,252836.68218935851,251323.7844270071,252836.68218935851,252836.68218935851,252525.0,61,251444.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:00,162282.0,162282.0,161937.0,161965.0,161752.83625827348,162394.12799929726,162394.12799929726,161752.83625827348,162394.12799929726,162394.12799929726,161965.0,62,162242.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 11:00,252565.0,252615.0,251500.0,251733.0,251323.7844270071,252836.68218935851,252836.68218935851,251323.7844270071,252836.68218935851,252836.68218935851,251733.0,62,252525.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:15,161950.0,162195.0,161850.0,162134.0,161752.83625827348,162394.12799929726,162394.12799929726,161752.83625827348,162394.12799929726,162394.12799929726,162134.0,63,161965.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 11:15,251678.0,252143.0,251500.0,251760.0,251323.7844270071,252836.68218935851,252836.68218935851,251323.7844270071,252836.68218935851,252836.68218935851,251760.0,63,251733.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:30,162120.0,162389.0,162100.0,162350.0,161934.75579641448,162394.12799929726,162394.12799929726,161934.75579641448,162394.12799929726,162394.12799929726,162350.0,64,162134.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 11:30,251857.0,252500.0,251673.0,252381.0,251394.23859094942,252836.68218935851,252836.68218935851,251394.23859094942,252836.68218935851,252836.68218935851,252381.0,64,251760.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:45,162323.0,162546.0,162151.0,162452.0,162063.74144257078,162394.12799929726,162394.12799929726,162063.74144257078,162394.12799929726,162394.12799929726,162452.0,65,162350.0,exit_order_submitted,SHORT,LONG,162546.0,162840.0,"[""POSITION_CLOSED:::long_reversal"", ""REVERSAL_SIGNAL:LONG::""]"
SILVERM,2026-08-25 11:45,252444.0,253333.0,252171.0,253002.0,251945.81611334355,252836.68218935851,252836.68218935851,251945.81611334355,252836.68218935851,252836.68218935851,253002.0,65,252381.0,exit_order_submitted,SHORT,LONG,253333.0,257350.0,"[""POSITION_CLOSED:::long_reversal"", ""REVERSAL_SIGNAL:LONG::""]"
GOLDM,2026-08-25 12:00,162452.0,162535.0,162339.0,162366.0,162064.54166105462,162394.12799929726,162394.12799929726,162064.54166105462,162394.12799929726,162394.12799929726,162366.0,66,162452.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 12:00,253001.0,253498.0,253000.0,253050.0,252236.3118203956,252836.68218935851,252836.68218935851,252236.3118203956,252836.68218935851,252836.68218935851,253050.0,66,253002.0,long_position,LONG,,,251673.0,"[""ENTRY_EXECUTED:LONG:253333.0:""]"
GOLDM,2026-08-25 12:15,162363.0,162377.0,162050.0,162081.0,162064.54166105462,162394.12799929726,162394.12799929726,162064.54166105462,162394.12799929726,162394.12799929726,162081.0,67,162366.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 12:15,253097.0,253109.0,252300.0,252499.0,252236.3118203956,252836.68218935851,252836.68218935851,252236.3118203956,252836.68218935851,252836.68218935851,252499.0,67,253050.0,long_position,LONG,,,251673.0,[]
GOLDM,2026-08-25 12:30,162128.0,162244.0,162053.0,162123.0,162064.54166105462,162394.12799929726,162394.12799929726,162064.54166105462,162394.12799929726,162394.12799929726,162123.0,68,162081.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 12:30,252500.0,252859.0,252363.0,252363.0,252236.3118203956,252836.68218935851,252836.68218935851,252236.3118203956,252836.68218935851,252836.68218935851,252363.0,68,252499.0,long_position,LONG,,,251673.0,[]
GOLDM,2026-08-25 12:45,162151.0,162210.0,161920.0,161921.0,162064.54166105462,162394.12799929726,162394.12799929726,162064.54166105462,162394.12799929726,162394.12799929726,161921.0,69,162123.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 12:45,252400.0,252769.0,252086.0,252123.0,252236.3118203956,252836.68218935851,252836.68218935851,252236.3118203956,252836.68218935851,252836.68218935851,252123.0,69,252363.0,long_position,LONG,,,251673.0,[]
GOLDM,2026-08-25 13:00,161921.0,162098.0,161854.0,162093.0,162064.54166105462,162394.12799929726,162394.12799929726,162064.54166105462,162394.12799929726,162394.12799929726,162093.0,70,161921.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 13:00,252189.0,252541.0,252003.0,252477.0,252236.3118203956,252836.68218935851,252836.68218935851,252236.3118203956,252836.68218935851,252836.68218935851,252477.0,70,252123.0,long_position,LONG,,,251673.0,[]
GOLDM,2026-08-25 13:15,162070.0,162158.0,161690.0,161784.0,162064.54166105462,162394.12799929726,162394.12799929726,162064.54166105462,162394.12799929726,162394.12799929726,161784.0,71,162093.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 13:15,252480.0,252515.0,251725.0,251739.0,252236.3118203956,252836.68218935851,252836.68218935851,252236.3118203956,252836.68218935851,252836.68218935851,251739.0,71,252477.0,long_position,LONG,,,251673.0,[]
GOLDM,2026-08-25 13:30,161791.0,161798.0,161500.0,161698.0,162038.43960791448,162394.12799929726,162394.12799929726,162038.43960791448,162394.12799929726,162394.12799929726,161698.0,72,161784.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 13:30,251739.0,251770.0,251000.0,251243.0,252107.60833812493,252836.68218935851,252836.68218935851,252107.60833812493,252836.68218935851,252836.68218935851,251243.0,72,251739.0,flat,,,,,"[""POSITION_CLOSED:::stop_loss_hit""]"
GOLDM,2026-08-25 13:45,161673.0,162233.0,161665.0,161870.0,162038.43960791448,162394.12799929726,162394.12799929726,162038.43960791448,162394.12799929726,162394.12799929726,161870.0,73,161698.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 13:45,251280.0,252298.0,251280.0,251710.0,252107.60833812493,252836.68218935851,252836.68218935851,252107.60833812493,252836.68218935851,252836.68218935851,251710.0,73,251243.0,flat,,,,,[]
GOLDM,2026-08-25 14:00,161858.0,161992.0,161620.0,161822.0,162038.43960791448,162394.12799929726,162394.12799929726,162038.43960791448,162394.12799929726,162394.12799929726,161822.0,74,161870.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 14:00,251769.0,251855.0,251050.0,251511.0,252107.60833812493,252836.68218935851,252836.68218935851,252107.60833812493,252836.68218935851,252836.68218935851,251511.0,74,251710.0,flat,,,,,[]
GOLDM,2026-08-25 14:15,161830.0,161894.0,161574.0,161666.0,162038.43960791448,162394.12799929726,162394.12799929726,162038.43960791448,162394.12799929726,162394.12799929726,161666.0,75,161822.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 14:15,251569.0,251570.0,251000.0,251175.0,251985.7082613858,252836.68218935851,252836.68218935851,251985.7082613858,252836.68218935851,252836.68218935851,251175.0,75,251511.0,flat,,,,,[]
GOLDM,2026-08-25 14:30,161664.0,161760.0,161450.0,161678.0,162020.550035465,162394.12799929726,162394.12799929726,162020.550035465,162394.12799929726,162394.12799929726,161678.0,76,161666.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 14:30,251077.0,251150.0,250400.0,251150.0,251891.31013567396,252836.68218935851,252836.68218935851,251891.31013567396,252836.68218935851,252836.68218935851,251150.0,76,251175.0,flat,,,,,[]
GOLDM,2026-08-25 14:45,161700.0,161793.0,161572.0,161572.0,161914.81939233397,162333.64184189055,162394.12799929726,161914.81939233397,162394.12799929726,162333.64184189055,161572.0,77,161678.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 14:45,251091.0,251370.0,250750.0,250761.0,251556.85920435222,252584.8490941272,252836.68218935851,251556.85920435222,252836.68218935851,252584.8490941272,250761.0,77,251150.0,flat,,,,,[]
GOLDM,2026-08-25 15:00,161568.0,161870.0,161528.0,161785.0,161914.81939233397,162333.64184189055,162394.12799929726,161914.81939233397,162333.64184189055,162333.64184189055,161785.0,78,161572.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 15:00,250769.0,251544.0,250512.0,251300.0,251556.85920435222,252584.8490941272,252836.68218935851,251556.85920435222,252584.8490941272,252584.8490941272,251300.0,78,250761.0,flat,,,,,[]
GOLDM,2026-08-25 15:15,161780.0,161913.0,161721.0,161790.0,161914.81939233397,162333.64184189055,162394.12799929726,161914.81939233397,162333.64184189055,162333.64184189055,161790.0,79,161785.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 15:15,251306.0,251699.0,251194.0,251408.0,251556.85920435222,252584.8490941272,252836.68218935851,251556.85920435222,252584.8490941272,252584.8490941272,251408.0,79,251300.0,flat,,,,,[]
GOLDM,2026-08-25 15:30,161750.0,161872.0,161680.0,161795.0,161914.81939233397,162333.64184189055,162394.12799929726,161914.81939233397,162333.64184189055,162333.64184189055,161795.0,80,161790.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 15:30,251384.0,251505.0,251085.0,251258.0,251556.85920435222,252584.8490941272,252836.68218935851,251556.85920435222,252584.8490941272,252584.8490941272,251258.0,80,251408.0,flat,,,,,[]
GOLDM,2026-08-25 15:45,161800.0,161890.0,161780.0,161780.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161780.0,81,161795.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 15:45,251297.0,251407.0,251100.0,251127.0,251556.85920435222,252526.31014094633,252584.8490941272,251556.85920435222,252584.8490941272,252526.31014094633,251127.0,81,251258.0,flat,,,,,[]
GOLDM,2026-08-25 16:00,161751.0,161930.0,161714.0,161865.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161865.0,82,161780.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 16:00,251021.0,251156.0,250950.0,251080.0,251556.85920435222,252526.31014094633,252584.8490941272,251556.85920435222,252526.31014094633,252526.31014094633,251080.0,82,251127.0,flat,,,,,[]
GOLDM,2026-08-25 16:15,161869.0,161994.0,161865.0,161915.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161915.0,83,161865.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 16:15,250950.0,251137.0,250855.0,250942.0,251478.57817440905,252526.31014094633,252584.8490941272,251478.57817440905,252526.31014094633,252526.31014094633,250942.0,83,251080.0,flat,,,,,[]
GOLDM,2026-08-25 16:30,161868.0,161950.0,161765.0,161900.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161900.0,84,161915.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 16:30,250853.0,251286.0,250751.0,251286.0,251478.57817440905,252526.31014094633,252584.8490941272,251478.57817440905,252526.31014094633,252526.31014094633,251286.0,84,250942.0,flat,,,,,[]
GOLDM,2026-08-25 16:45,161921.0,161980.0,161843.0,161931.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161931.0,85,161900.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 16:45,251233.0,251446.0,251200.0,251402.0,251478.57817440905,252526.31014094633,252526.31014094633,251478.57817440905,252526.31014094633,252526.31014094633,251402.0,85,251286.0,flat,,,,,[]
GOLDM,2026-08-25 17:00,161944.0,162039.0,161914.0,162000.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,162000.0,86,161931.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 17:00,251450.0,251860.0,251410.0,251615.0,251478.57817440905,252526.31014094633,252526.31014094633,251478.57817440905,252526.31014094633,252526.31014094633,251615.0,86,251402.0,flat,,,,,[]
GOLDM,2026-08-25 17:15,162000.0,162198.0,161993.0,162050.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,162050.0,87,162000.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 17:15,251617.0,252150.0,251617.0,251618.0,251478.57817440905,252526.31014094633,252526.31014094633,251478.57817440905,252526.31014094633,252526.31014094633,251618.0,87,251615.0,flat,,,,,[]
GOLDM,2026-08-25 17:30,162050.0,162050.0,161763.0,161912.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161912.0,88,162050.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 17:30,251618.0,251622.0,251002.0,251460.0,251478.57817440905,252526.31014094633,252526.31014094633,251478.57817440905,252526.31014094633,252526.31014094633,251460.0,88,251618.0,flat,,,,,[]
GOLDM,2026-08-25 17:45,161863.0,161899.0,161715.0,161795.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161795.0,89,161912.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 17:45,251417.0,251558.0,251114.0,251151.0,251478.57817440905,252507.75158430001,252526.31014094633,251478.57817440905,252526.31014094633,252507.75158430001,251151.0,89,251460.0,flat,,,,,[]
GOLDM,2026-08-25 18:00,161795.0,161899.0,161623.0,161815.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161815.0,90,161795.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 18:00,251230.0,251350.0,250883.0,251350.0,251478.57817440905,252507.75158430001,252526.31014094633,251478.57817440905,252507.75158430001,252507.75158430001,251350.0,90,251151.0,flat,,,,,[]
GOLDM,2026-08-25 18:15,161837.0,161999.0,161814.0,161939.0,161914.81939233397,162333.64184189055,162333.64184189055,161914.81939233397,162333.64184189055,162333.64184189055,161939.0,91,161815.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 18:15,251350.0,251781.0,251300.0,251648.0,251478.57817440905,252507.75158430001,252526.31014094633,251478.57817440905,252507.75158430001,252507.75158430001,251648.0,91,251350.0,flat,,,,,[]
GOLDM,2026-08-25 18:30,161926.0,161926.0,161429.0,161447.0,161824.84640556757,162333.64184189055,162333.64184189055,161824.84640556757,162333.64184189055,162333.64184189055,161447.0,92,161939.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 18:30,251737.0,251737.0,250143.0,250231.0,251249.47210127502,252507.75158430001,252526.31014094633,251249.47210127502,252507.75158430001,252507.75158430001,250231.0,92,251648.0,flat,,,,,[]
GOLDM,2026-08-25 18:45,161429.0,161549.0,160712.0,160800.0,161322.4550693344,161738.69239052976,162333.64184189055,161322.4550693344,162333.64184189055,161738.69239052976,160800.0,93,161447.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 18:45,250210.0,250501.0,249600.0,249995.0,250779.50352952848,251759.07295129416,252507.75158430001,250779.50352952848,252507.75158430001,251759.07295129416,249995.0,93,250231.0,flat,,,,,[]
GOLDM,2026-08-25 19:00,160813.0,161149.0,160775.0,160865.0,161183.38917032062,161738.69239052976,162333.64184189055,161183.38917032062,161738.69239052976,161738.69239052976,160865.0,94,160800.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 19:00,249950.0,250571.0,249751.0,249900.0,250580.86897758205,251759.07295129416,252507.75158430001,250580.86897758205,251759.07295129416,251759.07295129416,249900.0,94,249995.0,flat,,,,,[]
GOLDM,2026-08-25 19:15,160886.0,160946.0,160600.0,160895.0,161178.7301549687,161738.69239052976,162333.64184189055,161178.7301549687,161738.69239052976,161738.69239052976,160895.0,95,160865.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 19:15,249926.0,250350.0,249720.0,250350.0,250580.86897758205,251759.07295129416,252507.75158430001,250580.86897758205,251759.07295129416,251759.07295129416,250350.0,95,249900.0,flat,,,,,[]
GOLDM,2026-08-25 19:30,160850.0,161282.0,160850.0,161078.0,161178.7301549687,161738.69239052976,162333.64184189055,161178.7301549687,161738.69239052976,161738.69239052976,161078.0,96,160895.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 19:30,250391.0,251130.0,250349.0,250671.0,250580.86897758205,251759.07295129416,252507.75158430001,250580.86897758205,251759.07295129416,251759.07295129416,250671.0,96,250350.0,flat,,,,,[]
GOLDM,2026-08-25 19:45,161117.0,161273.0,160949.0,161066.0,161178.7301549687,161684.22209637234,161738.69239052976,161178.7301549687,161738.69239052976,161684.22209637234,161066.0,97,161078.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 19:45,250671.0,251109.0,250418.0,250815.0,250580.86897758205,251759.07295129416,251759.07295129416,250580.86897758205,251759.07295129416,251759.07295129416,250815.0,97,250671.0,flat,,,,,[]
GOLDM,2026-08-25 20:00,161046.0,161447.0,160797.0,161386.0,161178.7301549687,161684.22209637234,161738.69239052976,161178.7301549687,161684.22209637234,161684.22209637234,161386.0,98,161066.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 20:00,250802.0,251500.0,250434.0,251187.0,250580.86897758205,251759.07295129416,251759.07295129416,250580.86897758205,251759.07295129416,251759.07295129416,251187.0,98,250815.0,flat,,,,,[]
GOLDM,2026-08-25 20:15,161454.0,161459.0,161211.0,161327.0,161178.7301549687,161684.22209637234,161738.69239052976,161178.7301549687,161684.22209637234,161684.22209637234,161327.0,99,161386.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 20:15,251300.0,251486.0,251002.0,251300.0,250580.86897758205,251759.07295129416,251759.07295129416,250580.86897758205,251759.07295129416,251759.07295129416,251300.0,99,251187.0,flat,,,,,[]
GOLDM,2026-08-25 20:30,161338.0,161362.0,161216.0,161301.0,161178.7301549687,161684.22209637234,161738.69239052976,161178.7301549687,161684.22209637234,161684.22209637234,161301.0,100,161327.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 20:30,251300.0,251400.0,251000.0,251300.0,250675.53972415384,251759.07295129416,251759.07295129416,250675.53972415384,251759.07295129416,251759.07295129416,251300.0,100,251300.0,flat,,,,,[]
GOLDM,2026-08-25 20:45,161266.0,161750.0,161207.0,161650.0,161201.97823303455,161684.22209637234,161684.22209637234,161201.97823303455,161684.22209637234,161684.22209637234,161650.0,101,161301.0,pending_long,,LONG,162546.0,,[]
SILVERM,2026-08-25 20:45,251330.0,252149.0,251050.0,252034.0,251155.04125111134,251759.07295129416,251759.07295129416,251155.04125111134,251759.07295129416,251759.07295129416,252034.0,101,251300.0,pending_long,,LONG,252149.0,,"[""PENDING_ENTRY_CREATED:LONG::""]"
GOLDM,2026-08-25 21:00,161673.0,162262.0,161672.0,162157.0,161623.9034386776,161684.22209637234,161684.22209637234,161623.9034386776,161684.22209637234,161684.22209637234,162157.0,102,161650.0,pending_long,,LONG,162262.0,,"[""PENDING_ENTRY_CREATED:LONG::""]"
SILVERM,2026-08-25 21:00,252029.0,253088.0,252006.0,253059.0,252038.85639628902,251759.07295129416,251759.07295129416,252038.85639628902,251759.07295129416,251759.07295129416,253059.0,102,252034.0,long_position,LONG,,,251000.0,"[""ENTRY_EXECUTED:LONG:252149.0:""]"
GOLDM,2026-08-25 21:15,162199.0,162210.0,161861.0,162077.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,162077.0,103,162157.0,pending_long,,LONG,162262.0,,[]
SILVERM,2026-08-25 21:15,253101.0,253200.0,252502.0,253150.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,253150.0,103,253059.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 21:30,162110.0,162110.0,161700.0,161816.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161816.0,104,162077.0,pending_long,,LONG,162262.0,,[]
SILVERM,2026-08-25 21:30,253196.0,253200.0,252141.0,252414.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,252414.0,104,253150.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 21:45,161803.0,161964.0,161660.0,161783.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161783.0,105,161816.0,pending_long,,LONG,162262.0,,[]
SILVERM,2026-08-25 21:45,252398.0,252891.0,252246.0,252859.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,252859.0,105,252414.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 22:00,161725.0,161900.0,161600.0,161850.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161850.0,106,161783.0,pending_long,,LONG,162262.0,,[]
SILVERM,2026-08-25 22:00,252850.0,252958.0,252482.0,252919.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,252919.0,106,252859.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 22:15,161861.0,161900.0,161714.0,161840.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161840.0,107,161850.0,pending_long,,LONG,162262.0,,[]
SILVERM,2026-08-25 22:15,252919.0,253100.0,252634.0,252775.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,252775.0,107,252919.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 22:30,161801.0,161829.0,161449.0,161480.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161480.0,108,161840.0,pending_short,,SHORT,161449.0,,"[""PENDING_ENTRY_CREATED:SHORT::""]"
SILVERM,2026-08-25 22:30,252785.0,252893.0,252530.0,252748.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,252748.0,108,252775.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 22:45,161470.0,161748.0,161401.0,161598.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161598.0,109,161480.0,short_position,SHORT,,,161900.0,"[""ENTRY_EXECUTED:SHORT:161449.0:""]"
SILVERM,2026-08-25 22:45,252587.0,253100.0,252587.0,252664.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,252664.0,109,252748.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 23:00,161560.0,161742.0,161552.0,161700.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161700.0,110,161598.0,short_position,SHORT,,,161900.0,[]
SILVERM,2026-08-25 23:00,252750.0,253035.0,252691.0,252882.0,252414.17948035803,251759.07295129416,251759.07295129416,252414.17948035803,251759.07295129416,251759.07295129416,252882.0,110,252664.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-25 23:15,161700.0,161844.0,161683.0,161840.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161840.0,111,161700.0,short_position,SHORT,,,161900.0,[]
SILVERM,2026-08-25 23:15,252884.0,253300.0,252863.0,253220.0,252574.80656729176,251759.07295129416,251759.07295129416,252574.80656729176,251759.07295129416,251759.07295129416,253220.0,111,252882.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 09:00,161950.0,162159.0,161558.0,161771.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161771.0,112,161840.0,flat,,,,,"[""POSITION_CLOSED:::stop_loss_hit""]"
SILVERM,2026-08-26 09:00,253824.0,255100.0,253570.0,254299.0,253260.64748265757,251993.3116766086,251759.07295129416,253260.64748265757,251759.07295129416,251993.3116766086,254299.0,112,253220.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 09:15,161761.0,161979.0,161725.0,161821.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161821.0,113,161771.0,flat,,,,,[]
SILVERM,2026-08-26 09:15,254293.0,254450.0,253961.0,254000.0,253376.4492504075,251993.3116766086,251759.07295129416,253376.4492504075,251993.3116766086,251993.3116766086,254000.0,113,254299.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 09:30,161831.0,161970.0,161806.0,161863.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161863.0,114,161821.0,flat,,,,,[]
SILVERM,2026-08-26 09:30,254046.0,254450.0,254045.0,254351.0,253676.87355438713,251993.3116766086,251759.07295129416,253676.87355438713,251993.3116766086,251993.3116766086,254351.0,114,254000.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 09:45,161879.0,161944.0,161788.0,161803.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161803.0,115,161863.0,flat,,,,,[]
SILVERM,2026-08-26 09:45,254300.0,254345.0,254016.0,254182.0,253676.87355438713,252714.07974486923,251993.3116766086,253676.87355438713,251993.3116766086,252714.07974486923,254182.0,115,254351.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 10:00,161804.0,161929.0,161800.0,161860.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161860.0,116,161803.0,flat,,,,,[]
SILVERM,2026-08-26 10:00,254097.0,254600.0,254097.0,254398.0,253807.4800644502,252714.07974486923,251993.3116766086,253807.4800644502,252714.07974486923,252714.07974486923,254398.0,116,254182.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 10:15,161850.0,161864.0,161774.0,161825.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161825.0,117,161860.0,flat,,,,,[]
SILVERM,2026-08-26 10:15,254288.0,254400.0,254012.0,254155.0,253807.4800644502,252714.07974486923,251993.3116766086,253807.4800644502,252714.07974486923,252714.07974486923,254155.0,117,254398.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 10:30,161855.0,162038.0,161826.0,161942.0,161719.55538965508,161684.22209637234,161684.22209637234,161719.55538965508,161684.22209637234,161684.22209637234,161942.0,118,161825.0,flat,,,,,[]
SILVERM,2026-08-26 10:30,254152.0,254500.0,254125.0,254375.0,253820.36512599446,252714.07974486923,251993.3116766086,253820.36512599446,252714.07974486923,252714.07974486923,254375.0,118,254155.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 10:45,161960.0,162000.0,161840.0,161938.0,161726.51382118944,161684.22209637234,161684.22209637234,161726.51382118944,161684.22209637234,161684.22209637234,161938.0,119,161942.0,flat,,,,,[]
SILVERM,2026-08-26 10:45,254394.0,254699.0,254330.0,254571.0,254025.0976321976,253355.91943123195,252714.07974486923,254025.0976321976,252714.07974486923,253355.91943123195,254571.0,119,254375.0,long_position,LONG,,,251000.0,[]
GOLDM,2026-08-26 11:00,161900.0,162040.0,161772.0,161781.0,161726.51382118944,161684.22209637234,161684.22209637234,161726.51382118944,161684.22209637234,161684.22209637234,161781.0,120,161938.0,flat,,,,,[]
