instrument,bucket_start,open,high,low,close,live_fast15,live_h1,live_h1_prev,live_mid15,strat_prev_htf,strat_store_htf,strat_prev_close,bars_processed,prev_close,state,pos_side,pending_side,pending_trig,stop,stop_flt
SILVERM,2026-08-24 15:30,254332.0,255125.0,254332.0,255058.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,255058.0,27,254325.0,flat,,,,,"[""POSITION_CLOSED:::stop_loss_hit""]"
GOLDM,2026-08-24 15:45,162304.0,162343.0,162161.0,162248.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162248.0,28,162346.0,flat,,,,,[]
SILVERM,2026-08-24 15:45,255108.0,255137.0,254958.0,255080.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,255080.0,28,255058.0,flat,,,,,[]
GOLDM,2026-08-24 16:00,162220.0,162375.0,162220.0,162237.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162237.0,29,162248.0,flat,,,,,[]
SILVERM,2026-08-24 16:00,255080.0,255341.0,254853.0,254853.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,254853.0,29,255080.0,flat,,,,,[]
GOLDM,2026-08-24 16:15,162251.0,162298.0,162150.0,162182.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162182.0,30,162237.0,flat,,,,,[]
SILVERM,2026-08-24 16:15,254853.0,255018.0,254678.0,254800.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,254800.0,30,254853.0,flat,,,,,[]
GOLDM,2026-08-24 16:30,162150.0,162280.0,162109.0,162162.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162162.0,31,162182.0,flat,,,,,[]
SILVERM,2026-08-24 16:30,254826.0,254900.0,254540.0,254721.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,254721.0,31,254800.0,flat,,,,,[]
GOLDM,2026-08-24 16:45,162162.0,162299.0,162162.0,162287.0,162132.59204346186,161701.62215531015,161611.5693664941,162132.59204346186,161611.5693664941,161701.62215531015,162287.0,32,162162.0,flat,,,,,[]
SILVERM,2026-08-24 16:45,254721.0,255060.0,254721.0,254990.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,254990.0,32,254721.0,flat,,,,,[]
GOLDM,2026-08-24 17:00,162292.0,162700.0,162175.0,162614.0,162292.61918777754,161701.62215531015,161611.5693664941,162292.61918777754,161701.62215531015,161701.62215531015,162614.0,33,162287.0,flat,,,,,[]
SILVERM,2026-08-24 17:00,254990.0,255994.0,254803.0,255800.0,255039.37895706407,254260.63519557446,254260.63519557446,255039.37895706407,254260.63519557446,254260.63519557446,255800.0,33,254990.0,flat,,,,,[]
GOLDM,2026-08-24 17:15,162614.0,162648.0,162376.0,162525.0,162309.7924683589,161701.62215531015,161611.5693664941,162309.7924683589,161701.62215531015,161701.62215531015,162525.0,34,162614.0,flat,,,,,[]
SILVERM,2026-08-24 17:15,255760.0,255945.0,255533.0,255744.0,255238.88062907258,254260.63519557446,254260.63519557446,255238.88062907258,254260.63519557446,254260.63519557446,255744.0,34,255800.0,flat,,,,,[]
GOLDM,2026-08-24 17:30,162540.0,162607.0,162402.0,162575.0,162352.58884070444,161701.62215531015,161611.5693664941,162352.58884070444,161701.62215531015,161701.62215531015,162575.0,35,162525.0,flat,,,,,[]
SILVERM,2026-08-24 17:30,255827.0,255850.0,255605.0,255819.0,255380.3453405028,254260.63519557446,254260.63519557446,255380.3453405028,254260.63519557446,254260.63519557446,255819.0,35,255744.0,flat,,,,,[]
GOLDM,2026-08-24 17:45,162555.0,162697.0,162493.0,162697.0,162455.2250313563,162041.03189556501,161701.62215531015,162455.2250313563,161701.62215531015,162041.03189556501,162697.0,36,162575.0,flat,,,,,[]
SILVERM,2026-08-24 17:45,255789.0,255942.0,255702.0,255900.0,255494.00805881486,254526.72713072447,254260.63519557446,255494.00805881486,254260.63519557446,254526.72713072447,255900.0,36,255819.0,flat,,,,,[]
GOLDM,2026-08-24 18:00,162688.0,162868.0,162461.0,162709.0,162461.98141096486,162041.03189556501,161701.62215531015,162461.98141096486,162041.03189556501,162041.03189556501,162709.0,37,162697.0,flat,,,,,[]
SILVERM,2026-08-24 18:00,255900.0,256225.0,255350.0,255800.0,255494.00805881486,254526.72713072447,254260.63519557446,255494.00805881486,254526.72713072447,254526.72713072447,255800.0,37,255900.0,flat,,,,,[]
GOLDM,2026-08-24 18:15,162703.0,162870.0,162622.0,162804.0,162541.053144613,162041.03189556501,161701.62215531015,162541.053144613,162041.03189556501,162041.03189556501,162804.0,38,162709.0,flat,,,,,[]
SILVERM,2026-08-24 18:15,255780.0,256100.0,255635.0,255920.0,255494.00805881486,254526.72713072447,254260.63519557446,255494.00805881486,254526.72713072447,254526.72713072447,255920.0,38,255800.0,flat,,,,,[]
GOLDM,2026-08-24 18:30,162842.0,163394.0,162801.0,163300.0,162877.74778477778,162041.03189556501,161701.62215531015,162877.74778477778,162041.03189556501,162041.03189556501,163300.0,39,162804.0,flat,,,,,[]
SILVERM,2026-08-24 18:30,256000.0,257400.0,255950.0,257297.0,256303.0896437478,254526.72713072447,254260.63519557446,256303.0896437478,254526.72713072447,254526.72713072447,257297.0,39,255920.0,flat,,,,,[]
GOLDM,2026-08-24 18:45,163305.0,163355.0,163082.0,163207.0,162940.05949271287,162466.71338745396,162041.03189556501,162940.05949271287,162041.03189556501,162466.71338745396,163207.0,40,163300.0,flat,,,,,[]
SILVERM,2026-08-24 18:45,257300.0,257350.0,256700.0,257048.0,256462.05668704576,255473.58920210914,254526.72713072447,256462.05668704576,254526.72713072447,255473.58920210914,257048.0,40,257297.0,flat,,,,,[]
GOLDM,2026-08-24 19:00,163185.0,163350.0,162934.0,162958.0,162940.05949271287,162466.71338745396,162041.03189556501,162940.05949271287,162466.71338745396,162466.71338745396,162958.0,41,163207.0,flat,,,,,[]
SILVERM,2026-08-24 19:00,256900.0,257247.0,255397.0,255436.0,256462.05668704576,255473.58920210914,254526.72713072447,256462.05668704576,255473.58920210914,255473.58920210914,255436.0,41,257048.0,pending_short,,SHORT,255397.0,,"[""PENDING_ENTRY_CREATED:SHORT::""]"
GOLDM,2026-08-24 19:15,162947.0,163333.0,162849.0,163030.0,162940.05949271287,162466.71338745396,162041.03189556501,162940.05949271287,162466.71338745396,162466.71338745396,163030.0,42,162958.0,flat,,,,,[]
SILVERM,2026-08-24 19:15,255421.0,256303.0,255259.0,255752.0,256462.05668704576,255473.58920210914,254526.72713072447,256462.05668704576,255473.58920210914,255473.58920210914,255752.0,42,255436.0,short_position,SHORT,,,257350.0,"[""ENTRY_EXECUTED:SHORT:255397.0:""]"
GOLDM,2026-08-24 19:30,163030.0,163200.0,162921.0,163094.0,162940.05949271287,162466.71338745396,162041.03189556501,162940.05949271287,162466.71338745396,162466.71338745396,163094.0,43,163030.0,flat,,,,,[]
SILVERM,2026-08-24 19:30,255728.0,256200.0,255586.0,255864.0,256462.05668704576,255473.58920210914,254526.72713072447,256462.05668704576,255473.58920210914,255473.58920210914,255864.0,43,255752.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 19:45,163085.0,163243.0,162850.0,163145.0,162940.05949271287,162590.4446058265,162466.71338745396,162940.05949271287,162466.71338745396,162590.4446058265,163145.0,44,163094.0,flat,,,,,[]
SILVERM,2026-08-24 19:45,255869.0,255938.0,254600.0,255877.0,256462.05668704576,255473.58920210914,255473.58920210914,256462.05668704576,255473.58920210914,255473.58920210914,255877.0,44,255864.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 20:00,163148.0,163330.0,163102.0,163200.0,162940.05949271287,162590.4446058265,162466.71338745396,162940.05949271287,162590.4446058265,162590.4446058265,163200.0,45,163145.0,flat,,,,,[]
SILVERM,2026-08-24 20:00,255888.0,256149.0,255421.0,255590.0,256462.05668704576,255473.58920210914,255473.58920210914,256462.05668704576,255473.58920210914,255473.58920210914,255590.0,45,255877.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 20:15,163200.0,163274.0,162901.0,163150.0,162940.05949271287,162590.4446058265,162466.71338745396,162940.05949271287,162590.4446058265,162590.4446058265,163150.0,46,163200.0,flat,,,,,[]
SILVERM,2026-08-24 20:15,255698.0,255770.0,255040.0,255550.0,256412.04842161003,255473.58920210914,255473.58920210914,256412.04842161003,255473.58920210914,255473.58920210914,255550.0,46,255590.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 20:30,163153.0,163267.0,163054.0,163200.0,162940.05949271287,162590.4446058265,162466.71338745396,162940.05949271287,162590.4446058265,162590.4446058265,163200.0,47,163150.0,flat,,,,,[]
SILVERM,2026-08-24 20:30,255550.0,255887.0,255389.0,255635.0,256393.2591974409,255473.58920210914,255473.58920210914,256393.2591974409,255473.58920210914,255473.58920210914,255635.0,47,255550.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 20:45,163200.0,163310.0,163132.0,163277.0,162970.16137212727,162731.09058584948,162590.4446058265,162970.16137212727,162590.4446058265,162731.09058584948,163277.0,48,163200.0,flat,,,,,[]
SILVERM,2026-08-24 20:45,255765.0,255993.0,255619.0,255900.0,256393.2591974409,255473.58920210914,255473.58920210914,256393.2591974409,255473.58920210914,255473.58920210914,255900.0,48,255635.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 21:00,163262.0,163299.0,162900.0,162928.0,162970.16137212727,162731.09058584948,162590.4446058265,162970.16137212727,162731.09058584948,162731.09058584948,162928.0,49,163277.0,flat,,,,,[]
SILVERM,2026-08-24 21:00,255759.0,256000.0,255190.0,255291.0,256176.73371123662,255473.58920210914,255473.58920210914,256176.73371123662,255473.58920210914,255473.58920210914,255291.0,49,255900.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 21:15,162890.0,162925.0,162131.0,162376.0,162914.40863805058,162731.09058584948,162590.4446058265,162914.40863805058,162731.09058584948,162731.09058584948,162376.0,50,162928.0,pending_short,,SHORT,162131.0,,"[""PENDING_ENTRY_CREATED:SHORT::""]"
SILVERM,2026-08-24 21:15,255238.0,255299.0,254015.0,254240.0,255348.62379727146,255473.58920210914,255473.58920210914,255348.62379727146,255473.58920210914,255473.58920210914,254240.0,50,255291.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 21:30,162390.0,162879.0,162338.0,162712.0,162914.40863805058,162731.09058584948,162590.4446058265,162914.40863805058,162731.09058584948,162731.09058584948,162712.0,51,162376.0,pending_short,,SHORT,162131.0,,[]
SILVERM,2026-08-24 21:30,254161.0,255000.0,254111.0,254406.0,255184.3985192598,255473.58920210914,255473.58920210914,255184.3985192598,255473.58920210914,255473.58920210914,254406.0,51,254240.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 21:45,162720.0,162815.0,162650.0,162767.0,162914.40863805058,162731.09058584948,162731.09058584948,162914.40863805058,162731.09058584948,162731.09058584948,162767.0,52,162712.0,pending_short,,SHORT,162131.0,,[]
SILVERM,2026-08-24 21:45,254350.0,254980.0,254299.0,254901.0,255184.3985192598,255473.58920210914,255473.58920210914,255184.3985192598,255473.58920210914,255473.58920210914,254901.0,52,254406.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 22:00,162765.0,162840.0,162725.0,162735.0,162914.40863805058,162731.09058584948,162731.09058584948,162914.40863805058,162731.09058584948,162731.09058584948,162735.0,53,162767.0,pending_short,,SHORT,162131.0,,[]
SILVERM,2026-08-24 22:00,254901.0,254970.0,254513.0,254615.0,255184.3985192598,255473.58920210914,255473.58920210914,255184.3985192598,255473.58920210914,255473.58920210914,254615.0,53,254901.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 22:15,162729.0,162760.0,162300.0,162403.0,162828.44339675817,162731.09058584948,162731.09058584948,162828.44339675817,162731.09058584948,162731.09058584948,162403.0,54,162735.0,pending_short,,SHORT,162300.0,,"[""PENDING_ENTRY_CREATED:SHORT::""]"
SILVERM,2026-08-24 22:15,254682.0,254700.0,254152.0,254200.0,255004.05841531264,255473.58920210914,255473.58920210914,255004.05841531264,255473.58920210914,255473.58920210914,254200.0,54,254615.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 22:30,162394.0,162677.0,162203.0,162471.0,162821.25744555655,162731.09058584948,162731.09058584948,162821.25744555655,162731.09058584948,162731.09058584948,162471.0,55,162403.0,short_position,SHORT,,,162840.0,"[""ENTRY_EXECUTED:SHORT:162300.0:""]"
SILVERM,2026-08-24 22:30,254200.0,254554.0,253760.0,254450.0,255004.05841531264,255473.58920210914,255473.58920210914,255004.05841531264,255473.58920210914,255473.58920210914,254450.0,55,254200.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 22:45,162450.0,162533.0,161862.0,162050.0,162553.99478276222,162731.09058584948,162731.09058584948,162553.99478276222,162731.09058584948,162731.09058584948,162050.0,56,162471.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-24 22:45,254345.0,254689.0,253110.0,253260.0,254391.355501216,255284.84641263026,255473.58920210914,254391.355501216,255473.58920210914,255284.84641263026,253260.0,56,254450.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 23:00,162041.0,162174.0,162010.0,162043.0,162406.0539100358,162731.09058584948,162731.09058584948,162406.0539100358,162731.09058584948,162731.09058584948,162043.0,57,162050.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-24 23:00,253273.0,253373.0,252999.0,253016.0,253848.19906929997,255284.84641263026,255473.58920210914,253848.19906929997,255284.84641263026,255284.84641263026,253016.0,57,253260.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-24 23:15,162053.0,162063.0,161813.0,161911.0,162263.36645489748,162731.09058584948,162731.09058584948,162263.36645489748,162731.09058584948,162731.09058584948,161911.0,58,162043.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-24 23:15,253099.0,253099.0,252100.0,252599.0,253444.9730749864,255284.84641263026,255473.58920210914,253444.9730749864,255284.84641263026,255284.84641263026,252599.0,58,253016.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 09:00,161612.0,162272.0,161612.0,161966.0,162263.36645489748,162731.09058584948,162731.09058584948,162263.36645489748,162731.09058584948,162731.09058584948,161966.0,59,161911.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 09:00,252000.0,252650.0,251000.0,251359.0,252537.8923751534,255284.84641263026,255473.58920210914,252537.8923751534,255284.84641263026,255284.84641263026,251359.0,59,252599.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 09:15,161937.0,161940.0,161700.0,161742.0,162149.49381450788,162731.09058584948,162731.09058584948,162149.49381450788,162731.09058584948,162731.09058584948,161742.0,60,161966.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 09:15,251359.0,251468.0,251001.0,251366.0,252145.45666265013,255284.84641263026,255473.58920210914,252145.45666265013,255284.84641263026,255284.84641263026,251366.0,60,251359.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 09:30,161739.0,162050.0,161669.0,162013.0,162149.49381450788,162731.09058584948,162731.09058584948,162149.49381450788,162731.09058584948,162731.09058584948,162013.0,61,161742.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 09:30,251366.0,251800.0,251277.0,251798.0,252145.45666265013,255284.84641263026,255473.58920210914,252145.45666265013,255284.84641263026,255284.84641263026,251798.0,61,251366.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 09:45,162013.0,162013.0,161650.0,161700.0,162131.96550450462,162504.27078703296,162731.09058584948,162131.96550450462,162731.09058584948,162504.27078703296,161700.0,62,162013.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 09:45,251640.0,251743.0,251001.0,251051.0,251926.79761412658,253253.32887708241,255284.84641263026,251926.79761412658,255284.84641263026,253253.32887708241,251051.0,62,251798.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 10:00,161682.0,161800.0,161226.0,161360.0,161853.1598017186,162504.27078703296,162731.09058584948,161853.1598017186,162504.27078703296,162504.27078703296,161360.0,63,161700.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 10:00,251110.0,251111.0,250300.0,250485.0,251379.88090940862,253253.32887708241,255284.84641263026,251379.88090940862,253253.32887708241,253253.32887708241,250485.0,63,251051.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 10:15,161351.0,161450.0,161268.0,161408.0,161752.8296670968,162504.27078703296,162731.09058584948,161752.8296670968,162504.27078703296,162504.27078703296,161408.0,64,161360.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 10:15,250360.0,250700.0,250251.0,250700.0,251323.78005730608,253253.32887708241,255284.84641263026,251323.78005730608,253253.32887708241,253253.32887708241,250700.0,64,250485.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 10:30,161408.0,161950.0,161362.0,161866.0,161752.8296670968,162504.27078703296,162731.09058584948,161752.8296670968,162504.27078703296,162504.27078703296,161866.0,65,161408.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 10:30,250650.0,251598.0,250601.0,251444.0,251323.78005730608,253253.32887708241,255284.84641263026,251323.78005730608,253253.32887708241,253253.32887708241,251444.0,65,250700.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 10:45,161888.0,162355.0,161888.0,162242.0,161752.8296670968,162504.27078703296,162504.27078703296,161752.8296670968,162504.27078703296,162504.27078703296,162242.0,66,161866.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 10:45,251450.0,252800.0,251450.0,252525.0,251323.78005730608,253253.32887708241,253253.32887708241,251323.78005730608,253253.32887708241,253253.32887708241,252525.0,66,251444.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:00,162282.0,162282.0,161937.0,161965.0,161752.8296670968,162504.27078703296,162504.27078703296,161752.8296670968,162504.27078703296,162504.27078703296,161965.0,67,162242.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 11:00,252565.0,252615.0,251500.0,251733.0,251323.78005730608,253253.32887708241,253253.32887708241,251323.78005730608,253253.32887708241,253253.32887708241,251733.0,67,252525.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:15,161950.0,162195.0,161850.0,162134.0,161752.8296670968,162504.27078703296,162504.27078703296,161752.8296670968,162504.27078703296,162504.27078703296,162134.0,68,161965.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 11:15,251678.0,252143.0,251500.0,251760.0,251323.78005730608,253253.32887708241,253253.32887708241,251323.78005730608,253253.32887708241,253253.32887708241,251760.0,68,251733.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:30,162120.0,162389.0,162100.0,162350.0,161934.75844526055,162504.27078703296,162504.27078703296,161934.75844526055,162504.27078703296,162504.27078703296,162350.0,69,162134.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 11:30,251857.0,252500.0,251673.0,252381.0,251394.24034703427,253253.32887708241,253253.32887708241,251394.24034703427,253253.32887708241,253253.32887708241,252381.0,69,251760.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 11:45,162323.0,162546.0,162151.0,162452.0,162063.74364994254,162504.27078703296,162504.27078703296,162063.74364994254,162504.27078703296,162504.27078703296,162452.0,70,162350.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 11:45,252444.0,253333.0,252171.0,253002.0,251945.8175767476,253253.32887708241,253253.32887708241,251945.8175767476,253253.32887708241,253253.32887708241,253002.0,70,252381.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 12:00,162452.0,162535.0,162339.0,162366.0,162064.54350053106,162504.27078703296,162504.27078703296,162064.54350053106,162504.27078703296,162504.27078703296,162366.0,71,162452.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 12:00,253001.0,253498.0,253000.0,253050.0,252236.31303989896,253253.32887708241,253253.32887708241,252236.31303989896,253253.32887708241,253253.32887708241,253050.0,71,253002.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 12:15,162363.0,162377.0,162050.0,162081.0,162064.54350053106,162504.27078703296,162504.27078703296,162064.54350053106,162504.27078703296,162504.27078703296,162081.0,72,162366.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 12:15,253097.0,253109.0,252300.0,252499.0,252236.31303989896,253253.32887708241,253253.32887708241,252236.31303989896,253253.32887708241,253253.32887708241,252499.0,72,253050.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 12:30,162128.0,162244.0,162053.0,162123.0,162064.54350053106,162504.27078703296,162504.27078703296,162064.54350053106,162504.27078703296,162504.27078703296,162123.0,73,162081.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 12:30,252500.0,252859.0,252363.0,252363.0,252236.31303989896,253253.32887708241,253253.32887708241,252236.31303989896,253253.32887708241,253253.32887708241,252363.0,73,252499.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 12:45,162151.0,162210.0,161920.0,161921.0,162064.54350053106,162504.27078703296,162504.27078703296,162064.54350053106,162504.27078703296,162504.27078703296,161921.0,74,162123.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 12:45,252400.0,252769.0,252086.0,252123.0,252236.31303989896,253253.32887708241,253253.32887708241,252236.31303989896,253253.32887708241,253253.32887708241,252123.0,74,252363.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 13:00,161921.0,162098.0,161854.0,162093.0,162064.54350053106,162504.27078703296,162504.27078703296,162064.54350053106,162504.27078703296,162504.27078703296,162093.0,75,161921.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 13:00,252189.0,252541.0,252003.0,252477.0,252236.31303989896,253253.32887708241,253253.32887708241,252236.31303989896,253253.32887708241,253253.32887708241,252477.0,75,252123.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 13:15,162070.0,162158.0,161690.0,161784.0,162064.54350053106,162504.27078703296,162504.27078703296,162064.54350053106,162504.27078703296,162504.27078703296,161784.0,76,162093.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 13:15,252480.0,252515.0,251725.0,251739.0,252236.31303989896,253253.32887708241,253253.32887708241,252236.31303989896,253253.32887708241,253253.32887708241,251739.0,76,252477.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 13:30,161791.0,161798.0,161500.0,161698.0,162038.43899187754,162504.27078703296,162504.27078703296,162038.43899187754,162504.27078703296,162504.27078703296,161698.0,77,161784.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 13:30,251739.0,251770.0,251000.0,251243.0,252107.60792971574,253253.32887708241,253253.32887708241,252107.60792971574,253253.32887708241,253253.32887708241,251243.0,77,251739.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 13:45,161673.0,162233.0,161665.0,161870.0,162038.43899187754,162504.27078703296,162504.27078703296,162038.43899187754,162504.27078703296,162504.27078703296,161870.0,78,161698.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 13:45,251280.0,252298.0,251280.0,251710.0,252107.60792971574,253253.32887708241,253253.32887708241,252107.60792971574,253253.32887708241,253253.32887708241,251710.0,78,251243.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 14:00,161858.0,161992.0,161620.0,161822.0,162038.43899187754,162504.27078703296,162504.27078703296,162038.43899187754,162504.27078703296,162504.27078703296,161822.0,79,161870.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 14:00,251769.0,251855.0,251050.0,251511.0,252107.60792971574,253253.32887708241,253253.32887708241,252107.60792971574,253253.32887708241,253253.32887708241,251511.0,79,251710.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 14:15,161830.0,161894.0,161574.0,161666.0,162038.43899187754,162504.27078703296,162504.27078703296,162038.43899187754,162504.27078703296,162504.27078703296,161666.0,80,161822.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 14:15,251569.0,251570.0,251000.0,251175.0,251985.70802503786,253253.32887708241,253253.32887708241,251985.70802503786,253253.32887708241,253253.32887708241,251175.0,80,251511.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 14:30,161664.0,161760.0,161450.0,161678.0,162020.5497383793,162504.27078703296,162504.27078703296,162020.5497383793,162504.27078703296,162504.27078703296,161678.0,81,161666.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 14:30,251077.0,251150.0,250400.0,251150.0,251891.30993871737,253253.32887708241,253253.32887708241,251891.30993871737,253253.32887708241,253253.32887708241,251150.0,81,251175.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 14:45,161700.0,161793.0,161572.0,161572.0,161914.81914476253,162332.7026189185,162504.27078703296,161914.81914476253,162504.27078703296,162332.7026189185,161572.0,82,161678.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 14:45,251091.0,251370.0,250750.0,250761.0,251556.85904022172,252617.4888962709,253253.32887708241,251556.85904022172,253253.32887708241,252617.4888962709,250761.0,82,251150.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 15:00,161568.0,161870.0,161528.0,161785.0,161914.81914476253,162332.7026189185,162504.27078703296,161914.81914476253,162332.7026189185,162332.7026189185,161785.0,83,161572.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 15:00,250769.0,251544.0,250512.0,251300.0,251556.85904022172,252617.4888962709,253253.32887708241,251556.85904022172,252617.4888962709,252617.4888962709,251300.0,83,250761.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 15:15,161780.0,161913.0,161721.0,161790.0,161914.81914476253,162332.7026189185,162504.27078703296,161914.81914476253,162332.7026189185,162332.7026189185,161790.0,84,161785.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 15:15,251306.0,251699.0,251194.0,251408.0,251556.85904022172,252617.4888962709,253253.32887708241,251556.85904022172,252617.4888962709,252617.4888962709,251408.0,84,251300.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 15:30,161750.0,161872.0,161680.0,161795.0,161914.81914476253,162332.7026189185,162504.27078703296,161914.81914476253,162332.7026189185,162332.7026189185,161795.0,85,161790.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 15:30,251384.0,251505.0,251085.0,251258.0,251556.85904022172,252617.4888962709,253253.32887708241,251556.85904022172,252617.4888962709,252617.4888962709,251258.0,85,251408.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 15:45,161800.0,161890.0,161780.0,161780.0,161914.81914476253,162332.7026189185,162332.7026189185,161914.81914476253,162332.7026189185,162332.7026189185,161780.0,86,161795.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 15:45,251297.0,251407.0,251100.0,251127.0,251556.85904022172,252558.65649404106,252617.4888962709,251556.85904022172,252617.4888962709,252558.65649404106,251127.0,86,251258.0,short_position,SHORT,,,257350.0,[]
GOLDM,2026-08-25 16:00,161751.0,161930.0,161714.0,161865.0,161914.81914476253,162332.7026189185,162332.7026189185,161914.81914476253,162332.7026189185,162332.7026189185,161865.0,87,161780.0,short_position,SHORT,,,162840.0,[]
SILVERM,2026-08-25 16:00,251021.0,251156.0,250950.0,251080.0,251556.85904022172,252558.65649404106,252617.4888962709,251556.85904022172,252558.65649404106,252558.65649404106,251080.0,87,251127.0,short_position,SHORT,,,257350.0,[]
