instrument,bucket_start,open,high,low,close,live_fast15,live_h1,live_h1_prev,live_mid15,strat_prev_htf,strat_store_htf,strat_prev_close,bars_processed,prev_close,state,pos_side,pending_side,pending_trig,stop,stop_flt
GOLDM,2026-08-24 10:15,161880.0,161959.0,161771.0,161915.0,161517.98130824364,160729.31845672464,160237.04090400424,161517.98130824364,160729.31845672464,160729.31845672464,161915.0,6,161871.0,flat,,,,,[]
SILVERM,2026-08-24 10:15,254499.0,254559.0,254128.0,254292.0,254872.573783457,254260.63519557446,254260.63519557446,254872.573783457,254260.63519557446,254260.63519557446,254292.0,6,254488.0,short_position,SHORT,,,255500.0,[]
GOLDM,2026-08-24 10:30,161930.0,162068.0,161930.0,162054.0,161664.26119967535,160729.31845672464,160237.04090400424,161664.26119967535,160729.31845672464,160729.31845672464,162054.0,7,161915.0,flat,,,,,[]
SILVERM,2026-08-24 10:30,254500.0,254730.0,254334.0,254730.0,254872.573783457,254260.63519557446,254260.63519557446,254872.573783457,254260.63519557446,254260.63519557446,254730.0,7,254292.0,short_position,SHORT,,,255500.0,[]
GOLDM,2026-08-24 10:45,162054.0,162150.0,161950.0,162000.0,161681.876707639,161138.92763407444,160729.31845672464,161681.876707639,160729.31845672464,161138.92763407444,162000.0,8,162054.0,flat,,,,,[]
SILVERM,2026-08-24 10:45,254730.0,254942.0,254500.0,254500.0,254872.573783457,254260.63519557446,254260.63519557446,254872.573783457,254260.63519557446,254260.63519557446,254500.0,8,254730.0,short_position,SHORT,,,255500.0,[]
GOLDM,2026-08-24 11:00,161960.0,162100.0,161793.0,161886.0,161681.876707639,161138.92763407444,160729.31845672464,161681.876707639,161138.92763407444,161138.92763407444,161886.0,9,162000.0,flat,,,,,[]
SILVERM,2026-08-24 11:00,254349.0,254678.0,254040.0,254058.0,254786.89210460958,254260.63519557446,254260.63519557446,254786.89210460958,254260.63519557446,254260.63519557446,254058.0,9,254500.0,short_position,SHORT,,,255500.0,[]
GOLDM,2026-08-24 11:15,161886.0,162079.0,161830.0,161986.0,161681.876707639,161138.92763407444,160729.31845672464,161681.876707639,161138.92763407444,161138.92763407444,161986.0,10,161886.0,flat,,,,,[]
SILVERM,2026-08-24 11:15,254058.0,254458.0,254000.0,254423.0,254786.89210460958,254260.63519557446,254260.63519557446,254786.89210460958,254260.63519557446,254260.63519557446,254423.0,10,254058.0,short_position,SHORT,,,255500.0,[]
GOLDM,2026-08-24 11:30,162000.0,162462.0,161958.0,162457.0,161983.97707499174,161138.92763407444,160729.31845672464,161983.97707499174,161138.92763407444,161138.92763407444,162457.0,11,161986.0,flat,,,,,[]
SILVERM,2026-08-24 11:30,254413.0,255500.0,254342.0,255499.0,254786.89210460958,254260.63519557446,254260.63519557446,254786.89210460958,254260.63519557446,254260.63519557446,255499.0,11,254423.0,flat,,,,,"[""POSITION_CLOSED:::stop_loss_hit""]"
GOLDM,2026-08-24 11:45,162455.0,162599.0,162232.0,162250.0,161983.97707499174,161413.32252268572,161138.92763407444,161983.97707499174,161138.92763407444,161413.32252268572,162250.0,12,162457.0,flat,,,,,[]
SILVERM,2026-08-24 11:45,255499.0,256149.0,255116.0,255185.0,254786.89210460958,254260.63519557446,254260.63519557446,254786.89210460958,254260.63519557446,254260.63519557446,255185.0,12,255499.0,flat,,,,,[]
GOLDM,2026-08-24 12:00,162256.0,162550.0,162256.0,162283.0,161983.97707499174,161413.32252268572,161138.92763407444,161983.97707499174,161413.32252268572,161413.32252268572,162283.0,13,162250.0,flat,,,,,[]
SILVERM,2026-08-24 12:00,255186.0,255689.0,255178.0,255250.0,254786.89210460958,254260.63519557446,254260.63519557446,254786.89210460958,254260.63519557446,254260.63519557446,255250.0,13,255185.0,flat,,,,,[]
GOLDM,2026-08-24 12:15,162305.0,162488.0,162300.0,162469.0,162117.63651202808,161413.32252268572,161138.92763407444,162117.63651202808,161413.32252268572,161413.32252268572,162469.0,14,162283.0,flat,,,,,[]
SILVERM,2026-08-24 12:15,255386.0,255559.0,255195.0,255546.0,254879.50204544002,254260.63519557446,254260.63519557446,254879.50204544002,254260.63519557446,254260.63519557446,255546.0,14,255250.0,flat,,,,,[]
GOLDM,2026-08-24 12:30,162490.0,162500.0,162334.0,162400.0,162132.59204346186,161413.32252268572,161138.92763407444,162132.59204346186,161413.32252268572,161413.32252268572,162400.0,15,162469.0,flat,,,,,[]
SILVERM,2026-08-24 12:30,255507.0,255806.0,255336.0,255550.0,254972.2525062234,254260.63519557446,254260.63519557446,254972.2525062234,254260.63519557446,254260.63519557446,255550.0,15,255546.0,flat,,,,,[]
GOLDM,2026-08-24 12:45,162448.0,162450.0,162281.0,162312.0,162132.59204346186,161611.5693664941,161413.32252268572,162132.59204346186,161413.32252268572,161611.5693664941,162312.0,16,162400.0,flat,,,,,[]
SILVERM,2026-08-24 12:45,255692.0,255799.0,255262.0,255378.0,254972.2525062234,254260.63519557446,254260.63519557446,254972.2525062234,254260.63519557446,254260.63519557446,255378.0,16,255550.0,flat,,,,,[]
GOLDM,2026-08-24 13:00,162309.0,162445.0,162060.0,162060.0,162132.59204346186,161611.5693664941,161413.32252268572,162132.59204346186,161611.5693664941,161611.5693664941,162060.0,17,162312.0,flat,,,,,[]
SILVERM,2026-08-24 13:00,255375.0,255582.0,255000.0,255016.0,254972.2525062234,254260.63519557446,254260.63519557446,254972.2525062234,254260.63519557446,254260.63519557446,255016.0,17,255378.0,flat,,,,,[]
GOLDM,2026-08-24 13:15,162085.0,162290.0,161929.0,162196.0,162132.59204346186,161611.5693664941,161413.32252268572,162132.59204346186,161611.5693664941,161611.5693664941,162196.0,18,162060.0,flat,,,,,[]
SILVERM,2026-08-24 13:15,254946.0,255100.0,254800.0,254900.0,254972.2525062234,254260.63519557446,254260.63519557446,254972.2525062234,254260.63519557446,254260.63519557446,254900.0,18,255016.0,flat,,,,,[]
GOLDM,2026-08-24 13:30,162220.0,162312.0,161945.0,162012.0,162132.59204346186,161611.5693664941,161413.32252268572,162132.59204346186,161611.5693664941,161611.5693664941,162012.0,19,162196.0,flat,,,,,[]
SILVERM,2026-08-24 13:30,254864.0,255159.0,254451.0,254461.0,254972.2525062234,254260.63519557446,254260.63519557446,254972.2525062234,254260.63519557446,254260.63519557446,254461.0,19,254900.0,flat,,,,,[]
GOLDM,2026-08-24 13:45,162012.0,162050.0,161800.0,161850.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,161850.0,20,162012.0,flat,,,,,[]
SILVERM,2026-08-24 13:45,254461.0,254696.0,254161.0,254300.0,254879.5115607761,254260.63519557446,254260.63519557446,254879.5115607761,254260.63519557446,254260.63519557446,254300.0,20,254461.0,flat,,,,,[]
GOLDM,2026-08-24 14:00,161814.0,162191.0,161806.0,162185.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162185.0,21,161850.0,flat,,,,,[]
SILVERM,2026-08-24 14:00,254286.0,254935.0,254229.0,254767.0,254879.5115607761,254260.63519557446,254260.63519557446,254879.5115607761,254260.63519557446,254260.63519557446,254767.0,21,254300.0,flat,,,,,[]
GOLDM,2026-08-24 14:15,162194.0,162199.0,162024.0,162031.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162031.0,22,162185.0,flat,,,,,[]
SILVERM,2026-08-24 14:15,254871.0,254900.0,254350.0,254418.0,254879.5115607761,254260.63519557446,254260.63519557446,254879.5115607761,254260.63519557446,254260.63519557446,254418.0,22,254767.0,flat,,,,,[]
GOLDM,2026-08-24 14:30,162032.0,162191.0,162032.0,162100.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162100.0,23,162031.0,flat,,,,,[]
SILVERM,2026-08-24 14:30,254323.0,254890.0,254323.0,254540.0,254879.5115607761,254260.63519557446,254260.63519557446,254879.5115607761,254260.63519557446,254260.63519557446,254540.0,23,254418.0,flat,,,,,[]
GOLDM,2026-08-24 14:45,162100.0,162101.0,161950.0,161990.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,161990.0,24,162100.0,flat,,,,,[]
SILVERM,2026-08-24 14:45,254516.0,254596.0,254206.0,254225.0,254832.665682432,254260.63519557446,254260.63519557446,254832.665682432,254260.63519557446,254260.63519557446,254225.0,24,254540.0,pending_short,,SHORT,254206.0,,"[""PENDING_ENTRY_CREATED:SHORT::""]"
GOLDM,2026-08-24 15:00,161990.0,162100.0,161955.0,162051.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162051.0,25,161990.0,flat,,,,,[]
SILVERM,2026-08-24 15:00,254225.0,254400.0,254000.0,254263.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,254263.0,25,254225.0,short_position,SHORT,,,254890.0,"[""ENTRY_EXECUTED:SHORT:254206.0:""]"
GOLDM,2026-08-24 15:15,162089.0,162256.0,162071.0,162245.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162245.0,26,162051.0,flat,,,,,[]
SILVERM,2026-08-24 15:15,254306.0,254495.0,254150.0,254325.0,254768.231983991,254260.63519557446,254260.63519557446,254768.231983991,254260.63519557446,254260.63519557446,254325.0,26,254263.0,short_position,SHORT,,,254890.0,[]
GOLDM,2026-08-24 15:30,162275.0,162358.0,162246.0,162346.0,162132.59204346186,161611.5693664941,161611.5693664941,162132.59204346186,161611.5693664941,161611.5693664941,162346.0,27,162245.0,flat,,,,,[]
