instrument,timeframe,bucket_end_ist,DEMA_LIVE,DEMA_REFERENCE,DEMA_DIFF,ATR_LIVE,ATR_REFERENCE,pass
SILVERM,15m,2026-08-26 16:30:00,252496.8494,252496.8494,0.0,550.9827,550.9827,PASS
SILVERM,15m,2026-08-26 16:45:00,252419.4794,252419.4794,0.0,529.4856,529.4856,PASS
SILVERM,15m,2026-08-26 17:00:00,252419.4794,252419.4794,0.0,539.4047,539.4047,PASS
SILVERM,15m,2026-08-26 17:15:00,252419.4794,252419.4794,0.0,573.0039,573.0039,PASS
SILVERM,15m,2026-08-26 17:30:00,252419.4794,252419.4794,0.0,585.5032,585.5032,PASS
SILVERM,15m,2026-08-26 17:45:00,252419.4794,252419.4794,0.0,591.7527,591.7527,PASS
SILVERM,15m,2026-08-26 18:00:00,252761.3924,252761.3924,0.0,612.9606,612.9606,PASS
SILVERM,15m,2026-08-26 18:15:00,252761.3924,252761.3924,0.0,732.9672,732.9672,PASS
SILVERM,15m,2026-08-26 18:30:00,252761.3924,252761.3924,0.0,809.306,809.306,PASS
SILVERM,15m,2026-08-26 18:45:00,252317.5368,252317.5368,0.0,871.4216,871.4216,PASS
SILVERM,15m,2026-08-26 19:00:00,252124.6708,252124.6708,0.0,891.3514,891.3514,PASS
SILVERM,15m,2026-08-26 19:15:00,252124.6708,252124.6708,0.0,855.1261,855.1261,PASS
SILVERM,15m,2026-08-26 19:30:00,252124.6708,252124.6708,0.0,791.6051,791.6051,PASS
SILVERM,15m,2026-08-26 19:45:00,252124.6708,252124.6708,0.0,786.0043,786.0043,PASS
SILVERM,15m,2026-08-26 20:00:00,252124.6708,252124.6708,0.0,797.0036,797.0036,PASS
SILVERM,15m,2026-08-26 20:15:00,252124.6708,252124.6708,0.0,747.503,747.503,PASS
SILVERM,15m,2026-08-26 20:30:00,251488.006,251488.006,0.0,841.5858,841.5858,PASS
SILVERM,15m,2026-08-26 20:45:00,250583.1248,250583.1248,0.0,936.1548,936.1548,PASS
SILVERM,15m,2026-08-26 21:00:00,250583.1248,250583.1248,0.0,1013.7957,1013.7957,PASS
SILVERM,15m,2026-08-26 21:15:00,250583.1248,250583.1248,0.0,924.4964,924.4964,PASS
SILVERM,15m,2026-08-26 21:30:00,250583.1248,250583.1248,0.0,909.0803,909.0803,PASS
SILVERM,15m,2026-08-26 21:45:00,250583.1248,250583.1248,0.0,869.7336,869.7336,PASS
SILVERM,15m,2026-08-26 22:00:00,250583.1248,250583.1248,0.0,788.1113,788.1113,PASS
SILVERM,15m,2026-08-26 22:15:00,250583.1248,250583.1248,0.0,749.4261,749.4261,PASS
SILVERM,15m,2026-08-26 22:30:00,250418.9134,250418.9134,0.0,739.1884,739.1884,PASS
SILVERM,15m,2026-08-26 22:45:00,250334.8187,250334.8187,0.0,681.4904,681.4904,PASS
SILVERM,15m,2026-08-26 23:00:00,250163.3057,250163.3057,0.0,660.9086,660.9086,PASS
SILVERM,15m,2026-08-26 23:15:00,249537.2389,249537.2389,0.0,738.4239,738.4239,PASS
SILVERM,15m,2026-08-26 23:30:00,248805.2356,248805.2356,0.0,793.5199,793.5199,PASS
SILVERM,15m,2026-08-27 09:15:00,248805.2356,248805.2356,0.0,1361.0999,1361.0999,PASS
SILVERM,15m,2026-08-27 09:30:00,248805.2356,248805.2356,0.0,1376.2499,1376.2499,PASS
SILVERM,15m,2026-08-27 09:45:00,248805.2356,248805.2356,0.0,1219.0416,1219.0416,PASS
SILVERM,15m,2026-08-27 10:00:00,248805.2356,248805.2356,0.0,1683.0347,1683.0347,PASS
SILVERM,15m,2026-08-27 10:15:00,248805.2356,248805.2356,0.0,1664.0289,1664.0289,PASS
SILVERM,15m,2026-08-27 10:30:00,248805.2356,248805.2356,0.0,1817.5241,1817.5241,PASS
SILVERM,15m,2026-08-27 10:45:00,248805.2356,248805.2356,0.0,1680.4367,1680.4367,PASS
SILVERM,15m,2026-08-27 11:00:00,248805.2356,248805.2356,0.0,1554.8639,1554.8639,PASS
SILVERM,15m,2026-08-27 11:15:00,248805.2356,248805.2356,0.0,1487.3866,1487.3866,PASS
SILVERM,15m,2026-08-27 11:30:00,248805.2356,248805.2356,0.0,1356.9888,1356.9888,PASS
SILVERM,15m,2026-08-27 11:45:00,248805.2356,248805.2356,0.0,1251.1574,1251.1574,PASS
SILVERM,15m,2026-08-27 12:00:00,248805.2356,248805.2356,0.0,1205.1311,1205.1311,PASS
SILVERM,15m,2026-08-27 12:15:00,248805.2356,248805.2356,0.0,1074.9426,1074.9426,PASS
SILVERM,15m,2026-08-27 12:30:00,248805.2356,248805.2356,0.0,987.2855,987.2855,PASS
SILVERM,15m,2026-08-27 12:45:00,248805.2356,248805.2356,0.0,895.5713,895.5713,PASS
SILVERM,15m,2026-08-27 13:00:00,248805.2356,248805.2356,0.0,831.3094,831.3094,PASS
SILVERM,15m,2026-08-27 13:15:00,248805.2356,248805.2356,0.0,820.5912,820.5912,PASS
SILVERM,15m,2026-08-27 13:30:00,248805.2356,248805.2356,0.0,747.1593,747.1593,PASS
SILVERM,15m,2026-08-27 13:45:00,248805.2356,248805.2356,0.0,704.9661,704.9661,PASS
SILVERM,15m,2026-08-27 14:00:00,248805.2356,248805.2356,0.0,661.1384,661.1384,PASS
SILVERM,15m,2026-08-27 14:15:00,248805.2356,248805.2356,0.0,642.782,642.782,PASS
SILVERM,15m,2026-08-27 14:30:00,248805.2356,248805.2356,0.0,632.1517,632.1517,PASS
SILVERM,15m,2026-08-27 14:45:00,248805.2356,248805.2356,0.0,633.2931,633.2931,PASS
SILVERM,15m,2026-08-27 15:00:00,248805.2356,248805.2356,0.0,576.9109,576.9109,PASS
SILVERM,15m,2026-08-27 15:15:00,248805.2356,248805.2356,0.0,572.9257,572.9257,PASS
SILVERM,15m,2026-08-27 15:30:00,248638.2439,248638.2439,0.0,591.9381,591.9381,PASS
SILVERM,15m,2026-08-27 15:45:00,248638.2439,248638.2439,0.0,651.6151,651.6151,PASS
SILVERM,15m,2026-08-27 16:00:00,248638.2439,248638.2439,0.0,616.5126,616.5126,PASS
SILVERM,15m,2026-08-27 16:15:00,248638.2439,248638.2439,0.0,655.7605,655.7605,PASS
SILVERM,15m,2026-08-27 16:30:00,248638.2439,248638.2439,0.0,619.3004,619.3004,PASS
SILVERM,15m,2026-08-27 16:45:00,248638.2439,248638.2439,0.0,586.2503,586.2503,PASS
SILVERM,15m,2026-08-27 17:00:00,248638.2439,248638.2439,0.0,524.7086,524.7086,PASS
SILVERM,15m,2026-08-27 17:15:00,248638.2439,248638.2439,0.0,527.2572,527.2572,PASS
SILVERM,15m,2026-08-27 17:30:00,248638.2439,248638.2439,0.0,526.881,526.881,PASS
SILVERM,15m,2026-08-27 17:45:00,248637.4108,248637.4108,0.0,494.2342,494.2342,PASS
SILVERM,15m,2026-08-27 18:00:00,248637.4108,248637.4108,0.0,510.5285,510.5285,PASS
SILVERM,15m,2026-08-27 18:15:00,248191.3936,248191.3936,0.0,618.607,618.607,PASS
SILVERM,15m,2026-08-27 18:30:00,248037.3973,248037.3973,0.0,659.5059,659.5059,PASS
SILVERM,15m,2026-08-27 18:45:00,248037.3973,248037.3973,0.0,719.5882,719.5882,PASS
SILVERM,15m,2026-08-27 19:00:00,248037.3973,248037.3973,0.0,747.4902,747.4902,PASS
SILVERM,15m,2026-08-27 19:15:00,248037.3973,248037.3973,0.0,849.7418,849.7418,PASS
SILVERM,15m,2026-08-27 19:30:00,248037.3973,248037.3973,0.0,848.9515,848.9515,PASS
SILVERM,15m,2026-08-27 19:45:00,248037.3973,248037.3973,0.0,799.7929,799.7929,PASS
SILVERM,15m,2026-08-27 20:00:00,248037.3973,248037.3973,0.0,747.6608,747.6608,PASS
SILVERM,15m,2026-08-27 20:15:00,248037.3973,248037.3973,0.0,771.5506,771.5506,PASS
SILVERM,15m,2026-08-27 20:30:00,248037.3973,248037.3973,0.0,830.1255,830.1255,PASS
SILVERM,15m,2026-08-27 20:45:00,248037.3973,248037.3973,0.0,765.6046,765.6046,PASS
SILVERM,15m,2026-08-27 21:00:00,248037.3973,248037.3973,0.0,743.5038,743.5038,PASS
SILVERM,15m,2026-08-27 21:15:00,248281.1314,248281.1314,0.0,827.5865,827.5865,PASS
SILVERM,15m,2026-08-27 21:30:00,249253.8154,249253.8154,0.0,905.9888,905.9888,PASS
SILVERM,15m,2026-08-27 21:45:00,249253.8154,249253.8154,0.0,970.1573,970.1573,PASS
SILVERM,15m,2026-08-27 22:00:00,249253.8154,249253.8154,0.0,947.9644,947.9644,PASS
SILVERM,15m,2026-08-27 22:15:00,249253.8154,249253.8154,0.0,906.3037,906.3037,PASS
SILVERM,15m,2026-08-27 22:30:00,249253.8154,249253.8154,0.0,836.9197,836.9197,PASS
SILVERM,15m,2026-08-27 22:45:00,249253.8154,249253.8154,0.0,822.2665,822.2665,PASS
SILVERM,15m,2026-08-27 23:00:00,249253.8154,249253.8154,0.0,736.8887,736.8887,PASS
SILVERM,15m,2026-08-27 23:15:00,249253.8154,249253.8154,0.0,670.7406,670.7406,PASS
SILVERM,15m,2026-08-27 23:30:00,249253.8154,249253.8154,0.0,627.1172,627.1172,PASS
SILVERM,15m,2026-08-28 09:15:00,249135.9544,249135.9544,0.0,771.7643,771.7643,PASS
SILVERM,15m,2026-08-28 09:30:00,248789.129,248789.129,0.0,694.3036,694.3036,PASS
SILVERM,15m,2026-08-28 09:45:00,248789.129,248789.129,0.0,678.4197,678.4197,PASS
SILVERM,15m,2026-08-28 10:00:00,248789.129,248789.129,0.0,631.3497,631.3497,PASS
SILVERM,15m,2026-08-28 10:15:00,248770.8977,248770.8977,0.0,594.4581,594.4581,PASS
SILVERM,15m,2026-08-28 10:30:00,248770.8977,248770.8977,0.0,630.2151,630.2151,PASS
SILVERM,15m,2026-08-28 10:45:00,248770.8977,248770.8977,0.0,626.6792,626.6792,PASS
SILVERM,15m,2026-08-28 11:00:00,248770.8977,248770.8977,0.0,590.7327,590.7327,PASS
SILVERM,15m,2026-08-28 11:15:00,248677.5828,248677.5828,0.0,580.6106,580.6106,PASS
SILVERM,15m,2026-08-28 11:30:00,248677.5828,248677.5828,0.0,552.6755,552.6755,PASS
SILVERM,15m,2026-08-28 11:45:00,248677.5828,248677.5828,0.0,585.0629,585.0629,PASS
SILVERM,15m,2026-08-28 12:00:00,248677.5828,248677.5828,0.0,649.3858,649.3858,PASS
SILVERM,15m,2026-08-28 12:15:00,248677.5828,248677.5828,0.0,657.3215,657.3215,PASS
SILVERM,15m,2026-08-28 12:30:00,250098.1067,250098.1067,0.0,937.6012,937.6012,PASS
SILVERM,15m,2026-08-28 12:45:00,250642.2915,250642.2915,0.0,959.1677,959.1677,PASS
SILVERM,15m,2026-08-28 13:00:00,251265.0592,251265.0592,0.0,1000.4731,1000.4731,PASS
SILVERM,15m,2026-08-28 13:15:00,251638.5232,251638.5232,0.0,1057.3942,1057.3942,PASS
SILVERM,15m,2026-08-28 13:30:00,252073.2892,252073.2892,0.0,964.4952,964.4952,PASS
SILVERM,15m,2026-08-28 13:45:00,252073.2892,252073.2892,0.0,933.4127,933.4127,PASS
SILVERM,15m,2026-08-28 14:00:00,252073.2892,252073.2892,0.0,892.6772,892.6772,PASS
SILVERM,15m,2026-08-28 14:15:00,252073.2892,252073.2892,0.0,909.0643,909.0643,PASS
SILVERM,15m,2026-08-28 14:30:00,252073.2892,252073.2892,0.0,935.2203,935.2203,PASS
SILVERM,15m,2026-08-28 14:45:00,252073.2892,252073.2892,0.0,865.6836,865.6836,PASS
SILVERM,15m,2026-08-28 15:00:00,252073.2892,252073.2892,0.0,795.903,795.903,PASS
SILVERM,15m,2026-08-28 15:15:00,252073.2892,252073.2892,0.0,761.2525,761.2525,PASS
SILVERM,15m,2026-08-28 15:30:00,252073.2892,252073.2892,0.0,682.0437,682.0437,PASS
SILVERM,15m,2026-08-28 15:45:00,252128.5144,252128.5144,0.0,706.8698,706.8698,PASS
SILVERM,15m,2026-08-28 16:00:00,252128.5144,252128.5144,0.0,682.3915,682.3915,PASS
SILVERM,15m,2026-08-28 16:15:00,252128.5144,252128.5144,0.0,611.9929,611.9929,PASS
SILVERM,15m,2026-08-28 16:30:00,252128.5144,252128.5144,0.0,601.8274,601.8274,PASS
SILVERM,15m,2026-08-28 16:45:00,252128.5144,252128.5144,0.0,592.3562,592.3562,PASS
SILVERM,15m,2026-08-28 17:00:00,252128.5144,252128.5144,0.0,549.7968,549.7968,PASS
SILVERM,15m,2026-08-28 17:15:00,252128.5144,252128.5144,0.0,529.8307,529.8307,PASS
SILVERM,15m,2026-08-28 17:30:00,252128.5144,252128.5144,0.0,525.6922,525.6922,PASS
SILVERM,15m,2026-08-28 17:45:00,252128.5144,252128.5144,0.0,562.7435,562.7435,PASS
SILVERM,15m,2026-08-28 18:00:00,252513.661,252513.661,0.0,678.2863,678.2863,PASS
SILVERM,15m,2026-08-28 18:15:00,252524.3016,252524.3016,0.0,705.0719,705.0719,PASS
SILVERM,15m,2026-08-28 18:30:00,252858.3267,252858.3267,0.0,702.5599,702.5599,PASS
SILVERM,15m,2026-08-28 18:45:00,252858.3267,252858.3267,0.0,704.9666,704.9666,PASS
SILVERM,15m,2026-08-28 19:00:00,252858.3267,252858.3267,0.0,709.6388,709.6388,PASS
SILVERM,15m,2026-08-28 19:15:00,252858.3267,252858.3267,0.0,687.8657,687.8657,PASS
SILVERM,15m,2026-08-28 19:30:00,252858.3267,252858.3267,0.0,758.5547,758.5547,PASS
SILVERM,15m,2026-08-28 19:45:00,252306.0785,252306.0785,0.0,1372.129,1372.129,PASS
SILVERM,15m,2026-08-28 20:00:00,251150.963,251150.963,0.0,1613.7741,1613.7741,PASS
SILVERM,15m,2026-08-28 20:15:00,251150.963,251150.963,0.0,1674.6451,1674.6451,PASS
SILVERM,15m,2026-08-28 20:30:00,251150.963,251150.963,0.0,1649.7043,1649.7043,PASS
SILVERM,15m,2026-08-28 20:45:00,251150.963,251150.963,0.0,1564.5869,1564.5869,PASS
SILVERM,15m,2026-08-28 21:00:00,251150.963,251150.963,0.0,1436.6557,1436.6557,PASS
SILVERM,15m,2026-08-28 21:15:00,251150.963,251150.963,0.0,1454.2131,1454.2131,PASS
SILVERM,15m,2026-08-28 21:30:00,249816.586,249816.586,0.0,1549.8443,1549.8443,PASS
SILVERM,15m,2026-08-28 21:45:00,248477.5553,248477.5553,0.0,1545.8702,1545.8702,PASS
SILVERM,15m,2026-08-28 22:00:00,247156.6415,247156.6415,0.0,1742.3918,1742.3918,PASS
SILVERM,15m,2026-08-28 22:15:00,245418.4049,245418.4049,0.0,1813.3265,1813.3265,PASS
SILVERM,15m,2026-08-28 22:30:00,245418.4049,245418.4049,0.0,1825.6054,1825.6054,PASS
SILVERM,15m,2026-08-28 22:45:00,245418.4049,245418.4049,0.0,1695.6712,1695.6712,PASS
SILVERM,15m,2026-08-28 23:00:00,245418.4049,245418.4049,0.0,1614.8927,1614.8927,PASS
SILVERM,15m,2026-08-28 23:15:00,245418.4049,245418.4049,0.0,1525.2439,1525.2439,PASS
SILVERM,15m,2026-08-28 23:30:00,245418.4049,245418.4049,0.0,1334.3699,1334.3699,PASS
SILVERM,15m,SUMMARY,,,0,,,PASS
SILVERM,1h,2026-08-24 10:00:00,254565.0,254565.0,0.0,,,PASS
SILVERM,1h,2026-08-24 11:00:00,254565.0,254565.0,0.0,,,PASS
SILVERM,1h,2026-08-24 12:00:00,254565.0,254565.0,0.0,,,PASS
SILVERM,1h,2026-08-24 13:00:00,254565.0,254565.0,0.0,,,PASS
SILVERM,1h,2026-08-24 14:00:00,254565.0,254565.0,0.0,,,PASS
SILVERM,1h,2026-08-24 15:00:00,254565.0,254565.0,0.0,1250.3333,1250.3333,PASS
SILVERM,1h,2026-08-24 16:00:00,254565.0,254565.0,0.0,1231.4444,1231.4444,PASS
SILVERM,1h,2026-08-24 17:00:00,254565.0,254565.0,0.0,1159.7037,1159.7037,PASS
SILVERM,1h,2026-08-24 18:00:00,254565.0,254565.0,0.0,1164.9198,1164.9198,PASS
SILVERM,1h,2026-08-24 19:00:00,255470.5288,255470.5288,0.0,1312.4331,1312.4331,PASS
SILVERM,1h,2026-08-24 20:00:00,255470.5288,255470.5288,0.0,1534.8609,1534.8609,PASS
SILVERM,1h,2026-08-24 21:00:00,255470.5288,255470.5288,0.0,1463.8841,1463.8841,PASS
SILVERM,1h,2026-08-24 22:00:00,255470.5288,255470.5288,0.0,1550.7368,1550.7368,PASS
SILVERM,1h,2026-08-24 23:00:00,255287.7853,255287.7853,0.0,1602.2806,1602.2806,PASS
SILVERM,1h,2026-08-25 00:00:00,254252.2085,254252.2085,0.0,1547.4005,1547.4005,PASS
SILVERM,1h,2026-08-25 10:00:00,252836.6822,252836.6822,0.0,1564.5004,1564.5004,PASS
SILVERM,1h,2026-08-25 11:00:00,252836.6822,252836.6822,0.0,1728.5837,1728.5837,PASS
SILVERM,1h,2026-08-25 12:00:00,252836.6822,252836.6822,0.0,1745.9864,1745.9864,PASS
SILVERM,1h,2026-08-25 13:00:00,252836.6822,252836.6822,0.0,1690.322,1690.322,PASS
SILVERM,1h,2026-08-25 14:00:00,252836.6822,252836.6822,0.0,1665.435,1665.435,PASS
SILVERM,1h,2026-08-25 15:00:00,252584.8491,252584.8491,0.0,1630.3625,1630.3625,PASS
SILVERM,1h,2026-08-25 16:00:00,252526.3101,252526.3101,0.0,1556.4688,1556.4688,PASS
SILVERM,1h,2026-08-25 17:00:00,252526.3101,252526.3101,0.0,1412.8906,1412.8906,PASS
SILVERM,1h,2026-08-25 18:00:00,252507.7516,252507.7516,0.0,1368.7422,1368.7422,PASS
SILVERM,1h,2026-08-25 19:00:00,251759.073,251759.073,0.0,1504.1185,1504.1185,PASS
SILVERM,1h,2026-08-25 20:00:00,251759.073,251759.073,0.0,1488.4321,1488.4321,PASS
SILVERM,1h,2026-08-25 21:00:00,251759.073,251759.073,0.0,1526.1934,1526.1934,PASS
SILVERM,1h,2026-08-25 22:00:00,251759.073,251759.073,0.0,1470.8278,1470.8278,PASS
SILVERM,1h,2026-08-25 23:00:00,251759.073,251759.073,0.0,1328.6899,1328.6899,PASS
SILVERM,1h,2026-08-26 00:00:00,251993.3117,251993.3117,0.0,1213.2416,1213.2416,PASS
SILVERM,1h,2026-08-26 10:00:00,252714.0797,252714.0797,0.0,1324.368,1324.368,PASS
SILVERM,1h,2026-08-26 11:00:00,253355.9194,253355.9194,0.0,1218.14,1218.14,PASS
SILVERM,1h,2026-08-26 12:00:00,253355.9194,253355.9194,0.0,1336.1166,1336.1166,PASS
SILVERM,1h,2026-08-26 13:00:00,253355.9194,253355.9194,0.0,1301.0972,1301.0972,PASS
SILVERM,1h,2026-08-26 14:00:00,253355.9194,253355.9194,0.0,1303.081,1303.081,PASS
SILVERM,1h,2026-08-26 15:00:00,253355.9194,253355.9194,0.0,1292.0675,1292.0675,PASS
SILVERM,1h,2026-08-26 16:00:00,253294.3657,253294.3657,0.0,1233.3896,1233.3896,PASS
SILVERM,1h,2026-08-26 17:00:00,253108.3466,253108.3466,0.0,1209.158,1209.158,PASS
SILVERM,1h,2026-08-26 18:00:00,253108.3466,253108.3466,0.0,1312.7983,1312.7983,PASS
SILVERM,1h,2026-08-26 19:00:00,253108.3466,253108.3466,0.0,1586.1653,1586.1653,PASS
SILVERM,1h,2026-08-26 20:00:00,253017.1532,253017.1532,0.0,1481.3044,1481.3044,PASS
SILVERM,1h,2026-08-26 21:00:00,252415.5656,252415.5656,0.0,1669.2537,1669.2537,PASS
SILVERM,1h,2026-08-26 22:00:00,251915.3111,251915.3111,0.0,1564.2114,1564.2114,PASS
SILVERM,1h,2026-08-26 23:00:00,251064.5312,251064.5312,0.0,1458.5095,1458.5095,PASS
SILVERM,1h,2026-08-27 00:00:00,249707.1714,249707.1714,0.0,1543.9246,1543.9246,PASS
SILVERM,1h,2026-08-27 10:00:00,249030.2619,249030.2619,0.0,2336.2705,2336.2705,PASS
SILVERM,1h,2026-08-27 11:00:00,249030.2619,249030.2619,0.0,2579.3921,2579.3921,PASS
SILVERM,1h,2026-08-27 12:00:00,249030.2619,249030.2619,0.0,2382.8267,2382.8267,PASS
SILVERM,1h,2026-08-27 13:00:00,249030.2619,249030.2619,0.0,2141.0223,2141.0223,PASS
SILVERM,1h,2026-08-27 14:00:00,249030.2619,249030.2619,0.0,2002.8519,2002.8519,PASS
SILVERM,1h,2026-08-27 15:00:00,249030.2619,249030.2619,0.0,1796.0432,1796.0432,PASS
SILVERM,1h,2026-08-27 16:00:00,249030.2619,249030.2619,0.0,1741.2027,1741.2027,PASS
SILVERM,1h,2026-08-27 17:00:00,249030.2619,249030.2619,0.0,1593.0023,1593.0023,PASS
SILVERM,1h,2026-08-27 18:00:00,249030.2619,249030.2619,0.0,1475.6685,1475.6685,PASS
SILVERM,1h,2026-08-27 19:00:00,249030.2619,249030.2619,0.0,1487.2238,1487.2238,PASS
SILVERM,1h,2026-08-27 20:00:00,249030.2619,249030.2619,0.0,1475.0198,1475.0198,PASS
SILVERM,1h,2026-08-27 21:00:00,249030.2619,249030.2619,0.0,1439.1832,1439.1832,PASS
SILVERM,1h,2026-08-27 22:00:00,249030.2619,249030.2619,0.0,1588.6527,1588.6527,PASS
SILVERM,1h,2026-08-27 23:00:00,249030.2619,249030.2619,0.0,1476.5439,1476.5439,PASS
SILVERM,1h,2026-08-28 00:00:00,249030.2619,249030.2619,0.0,1298.6199,1298.6199,PASS
SILVERM,1h,2026-08-28 10:00:00,249030.2619,249030.2619,0.0,1331.3499,1331.3499,PASS
SILVERM,1h,2026-08-28 11:00:00,249030.2619,249030.2619,0.0,1244.2916,1244.2916,PASS
SILVERM,1h,2026-08-28 12:00:00,249030.2619,249030.2619,0.0,1289.9097,1289.9097,PASS
SILVERM,1h,2026-08-28 13:00:00,249765.0336,249765.0336,0.0,1700.0914,1700.0914,PASS
SILVERM,1h,2026-08-28 14:00:00,250850.5402,250850.5402,0.0,1664.9095,1664.9095,PASS
SILVERM,1h,2026-08-28 15:00:00,250959.3272,250959.3272,0.0,1572.0912,1572.0912,PASS
SILVERM,1h,2026-08-28 16:00:00,251308.6466,251308.6466,0.0,1461.9094,1461.9094,PASS
SILVERM,1h,2026-08-28 17:00:00,251308.6466,251308.6466,0.0,1341.5911,1341.5911,PASS
SILVERM,1h,2026-08-28 18:00:00,251796.2364,251796.2364,0.0,1415.3259,1415.3259,PASS
SILVERM,1h,2026-08-28 19:00:00,252163.5946,252163.5946,0.0,1346.105,1346.105,PASS
SILVERM,1h,2026-08-28 20:00:00,252163.5946,252163.5946,0.0,2133.7541,2133.7541,PASS
SILVERM,1h,2026-08-28 21:00:00,252163.5946,252163.5946,0.0,2166.2951,2166.2951,PASS
SILVERM,1h,2026-08-28 22:00:00,249253.2819,249253.2819,0.0,2892.4126,2892.4126,PASS
SILVERM,1h,2026-08-28 23:00:00,247369.9505,247369.9505,0.0,2784.1772,2784.1772,PASS
SILVERM,1h,2026-08-29 00:00:00,246510.9536,246510.9536,0.0,2499.6476,2499.6476,PASS
SILVERM,1h,SUMMARY,,,0,,,PASS
