instrument,timeframe,bucket_end_ist,DEMA_LIVE,DEMA_REFERENCE,DEMA_DIFF,ATR_LIVE,ATR_REFERENCE,pass
GOLDM,15m,2026-08-24 09:15:00,161847.0,161847.0,0.0,,,PASS
GOLDM,15m,2026-08-24 09:30:00,161847.0,161847.0,0.0,,,PASS
GOLDM,15m,2026-08-24 09:45:00,161847.0,161847.0,0.0,,,PASS
GOLDM,15m,2026-08-24 10:00:00,161847.0,161847.0,0.0,,,PASS
GOLDM,15m,2026-08-24 10:15:00,161847.0,161847.0,0.0,,,PASS
GOLDM,15m,2026-08-24 10:30:00,161847.0,161847.0,0.0,679.1667,679.1667,PASS
GOLDM,15m,2026-08-24 10:45:00,161847.0,161847.0,0.0,591.4722,591.4722,PASS
GOLDM,15m,2026-08-24 11:00:00,161847.0,161847.0,0.0,526.2269,526.2269,PASS
GOLDM,15m,2026-08-24 11:15:00,161847.0,161847.0,0.0,489.689,489.689,PASS
GOLDM,15m,2026-08-24 11:30:00,161847.0,161847.0,0.0,449.5742,449.5742,PASS
GOLDM,15m,2026-08-24 11:45:00,161878.2552,161878.2552,0.0,458.6452,458.6452,PASS
GOLDM,15m,2026-08-24 12:00:00,161878.2552,161878.2552,0.0,443.371,443.371,PASS
GOLDM,15m,2026-08-24 12:15:00,161887.2344,161887.2344,0.0,419.4758,419.4758,PASS
GOLDM,15m,2026-08-24 12:30:00,162057.309,162057.309,0.0,383.7298,383.7298,PASS
GOLDM,15m,2026-08-24 12:45:00,162082.4198,162082.4198,0.0,347.4415,347.4415,PASS
GOLDM,15m,2026-08-24 13:00:00,162082.4198,162082.4198,0.0,317.7013,317.7013,PASS
GOLDM,15m,2026-08-24 13:15:00,162082.4198,162082.4198,0.0,328.9177,328.9177,PASS
GOLDM,15m,2026-08-24 13:30:00,162082.4198,162082.4198,0.0,334.2648,334.2648,PASS
GOLDM,15m,2026-08-24 13:45:00,162082.4198,162082.4198,0.0,339.7206,339.7206,PASS
GOLDM,15m,2026-08-24 14:00:00,162082.4198,162082.4198,0.0,324.7672,324.7672,PASS
GOLDM,15m,2026-08-24 14:15:00,162082.4198,162082.4198,0.0,334.806,334.806,PASS
GOLDM,15m,2026-08-24 14:30:00,162082.4198,162082.4198,0.0,308.1717,308.1717,PASS
GOLDM,15m,2026-08-24 14:45:00,162082.4198,162082.4198,0.0,283.4764,283.4764,PASS
GOLDM,15m,2026-08-24 15:00:00,162082.4198,162082.4198,0.0,261.397,261.397,PASS
GOLDM,15m,2026-08-24 15:15:00,162082.4198,162082.4198,0.0,241.9975,241.9975,PASS
GOLDM,15m,2026-08-24 15:30:00,162082.4198,162082.4198,0.0,235.8312,235.8312,PASS
GOLDM,15m,2026-08-24 15:45:00,162104.0415,162104.0415,0.0,215.3594,215.3594,PASS
GOLDM,15m,2026-08-24 16:00:00,162104.0415,162104.0415,0.0,210.2995,210.2995,PASS
GOLDM,15m,2026-08-24 16:15:00,162104.0415,162104.0415,0.0,201.0829,201.0829,PASS
GOLDM,15m,2026-08-24 16:30:00,162104.0415,162104.0415,0.0,192.2357,192.2357,PASS
GOLDM,15m,2026-08-24 16:45:00,162104.0415,162104.0415,0.0,188.6965,188.6965,PASS
GOLDM,15m,2026-08-24 17:00:00,162104.0415,162104.0415,0.0,180.0804,180.0804,PASS
GOLDM,15m,2026-08-24 17:15:00,162290.7417,162290.7417,0.0,237.567,237.567,PASS
GOLDM,15m,2026-08-24 17:30:00,162308.2279,162308.2279,0.0,243.3058,243.3058,PASS
GOLDM,15m,2026-08-24 17:45:00,162351.285,162351.285,0.0,236.9215,236.9215,PASS
GOLDM,15m,2026-08-24 18:00:00,162454.1385,162454.1385,0.0,231.4346,231.4346,PASS
GOLDM,15m,2026-08-24 18:15:00,162461.076,162461.076,0.0,260.6955,260.6955,PASS
GOLDM,15m,2026-08-24 18:30:00,162540.2986,162540.2986,0.0,258.5796,258.5796,PASS
GOLDM,15m,2026-08-24 18:45:00,162877.119,162877.119,0.0,314.3163,314.3163,PASS
GOLDM,15m,2026-08-24 19:00:00,162939.5355,162939.5355,0.0,307.4303,307.4303,PASS
GOLDM,15m,2026-08-24 19:15:00,162939.5355,162939.5355,0.0,325.5252,325.5252,PASS
GOLDM,15m,2026-08-24 19:30:00,162939.5355,162939.5355,0.0,351.9377,351.9377,PASS
GOLDM,15m,2026-08-24 19:45:00,162939.5355,162939.5355,0.0,339.7814,339.7814,PASS
GOLDM,15m,2026-08-24 20:00:00,162939.5355,162939.5355,0.0,348.6512,348.6512,PASS
GOLDM,15m,2026-08-24 20:15:00,162939.5355,162939.5355,0.0,328.5426,328.5426,PASS
GOLDM,15m,2026-08-24 20:30:00,162939.5355,162939.5355,0.0,335.9522,335.9522,PASS
GOLDM,15m,2026-08-24 20:45:00,162939.5355,162939.5355,0.0,315.4602,315.4602,PASS
GOLDM,15m,2026-08-24 21:00:00,162970.0395,162970.0395,0.0,292.5501,292.5501,PASS
GOLDM,15m,2026-08-24 21:15:00,162970.0395,162970.0395,0.0,310.2918,310.2918,PASS
GOLDM,15m,2026-08-24 21:30:00,162914.4933,162914.4933,0.0,391.4098,391.4098,PASS
GOLDM,15m,2026-08-24 21:45:00,162914.4933,162914.4933,0.0,416.3415,416.3415,PASS
GOLDM,15m,2026-08-24 22:00:00,162914.4933,162914.4933,0.0,374.4513,374.4513,PASS
GOLDM,15m,2026-08-24 22:15:00,162914.4933,162914.4933,0.0,331.2094,331.2094,PASS
GOLDM,15m,2026-08-24 22:30:00,162828.4842,162828.4842,0.0,352.6745,352.6745,PASS
GOLDM,15m,2026-08-24 22:45:00,162821.2915,162821.2915,0.0,372.8954,372.8954,PASS
GOLDM,15m,2026-08-24 23:00:00,162554.0231,162554.0231,0.0,422.5795,422.5795,PASS
GOLDM,15m,2026-08-24 23:15:00,162406.0775,162406.0775,0.0,379.4829,379.4829,PASS
GOLDM,15m,2026-08-24 23:30:00,162263.3861,162263.3861,0.0,357.9024,357.9024,PASS
GOLDM,15m,2026-08-25 09:15:00,162263.3861,162263.3861,0.0,408.252,408.252,PASS
GOLDM,15m,2026-08-25 09:30:00,162149.5075,162149.5075,0.0,384.5434,384.5434,PASS
GOLDM,15m,2026-08-25 09:45:00,162149.5075,162149.5075,0.0,383.9528,383.9528,PASS
GOLDM,15m,2026-08-25 10:00:00,162131.975,162131.975,0.0,380.4607,380.4607,PASS
GOLDM,15m,2026-08-25 10:15:00,161853.1677,161853.1677,0.0,412.7172,412.7172,PASS
GOLDM,15m,2026-08-25 10:30:00,161752.8363,161752.8363,0.0,374.2644,374.2644,PASS
GOLDM,15m,2026-08-25 10:45:00,161752.8363,161752.8363,0.0,409.887,409.887,PASS
GOLDM,15m,2026-08-25 11:00:00,161752.8363,161752.8363,0.0,423.0725,423.0725,PASS
GOLDM,15m,2026-08-25 11:15:00,161752.8363,161752.8363,0.0,410.0604,410.0604,PASS
GOLDM,15m,2026-08-25 11:30:00,161752.8363,161752.8363,0.0,399.217,399.217,PASS
GOLDM,15m,2026-08-25 11:45:00,161934.7558,161934.7558,0.0,380.8475,380.8475,PASS
GOLDM,15m,2026-08-25 12:00:00,162063.7414,162063.7414,0.0,383.2062,383.2062,PASS
GOLDM,15m,2026-08-25 12:15:00,162064.5417,162064.5417,0.0,352.0052,352.0052,PASS
GOLDM,15m,2026-08-25 12:30:00,162064.5417,162064.5417,0.0,347.8377,347.8377,PASS
GOLDM,15m,2026-08-25 12:45:00,162064.5417,162064.5417,0.0,321.6981,321.6981,PASS
GOLDM,15m,2026-08-25 13:00:00,162064.5417,162064.5417,0.0,316.415,316.415,PASS
GOLDM,15m,2026-08-25 13:15:00,162064.5417,162064.5417,0.0,304.3459,304.3459,PASS
GOLDM,15m,2026-08-25 13:30:00,162064.5417,162064.5417,0.0,331.6216,331.6216,PASS
GOLDM,15m,2026-08-25 13:45:00,162038.4396,162038.4396,0.0,326.018,326.018,PASS
GOLDM,15m,2026-08-25 14:00:00,162038.4396,162038.4396,0.0,366.3483,366.3483,PASS
GOLDM,15m,2026-08-25 14:15:00,162038.4396,162038.4396,0.0,367.2903,367.2903,PASS
GOLDM,15m,2026-08-25 14:30:00,162038.4396,162038.4396,0.0,359.4085,359.4085,PASS
GOLDM,15m,2026-08-25 14:45:00,162020.55,162020.55,0.0,351.1738,351.1738,PASS
GOLDM,15m,2026-08-25 15:00:00,161914.8194,161914.8194,0.0,329.4782,329.4782,PASS
GOLDM,15m,2026-08-25 15:15:00,161914.8194,161914.8194,0.0,331.5651,331.5651,PASS
GOLDM,15m,2026-08-25 15:30:00,161914.8194,161914.8194,0.0,308.3043,308.3043,PASS
GOLDM,15m,2026-08-25 15:45:00,161914.8194,161914.8194,0.0,288.9202,288.9202,PASS
GOLDM,15m,2026-08-25 16:00:00,161914.8194,161914.8194,0.0,259.1002,259.1002,PASS
GOLDM,15m,2026-08-25 16:15:00,161914.8194,161914.8194,0.0,251.9168,251.9168,PASS
GOLDM,15m,2026-08-25 16:30:00,161914.8194,161914.8194,0.0,231.4307,231.4307,PASS
GOLDM,15m,2026-08-25 16:45:00,161914.8194,161914.8194,0.0,223.6922,223.6922,PASS
GOLDM,15m,2026-08-25 17:00:00,161914.8194,161914.8194,0.0,209.2435,209.2435,PASS
GOLDM,15m,2026-08-25 17:15:00,161914.8194,161914.8194,0.0,195.2029,195.2029,PASS
GOLDM,15m,2026-08-25 17:30:00,161914.8194,161914.8194,0.0,196.8358,196.8358,PASS
GOLDM,15m,2026-08-25 17:45:00,161914.8194,161914.8194,0.0,211.8632,211.8632,PASS
GOLDM,15m,2026-08-25 18:00:00,161914.8194,161914.8194,0.0,209.386,209.386,PASS
GOLDM,15m,2026-08-25 18:15:00,161914.8194,161914.8194,0.0,220.4883,220.4883,PASS
GOLDM,15m,2026-08-25 18:30:00,161914.8194,161914.8194,0.0,214.5736,214.5736,PASS
GOLDM,15m,2026-08-25 18:45:00,161824.8464,161824.8464,0.0,263.8113,263.8113,PASS
GOLDM,15m,2026-08-25 19:00:00,161322.4551,161322.4551,0.0,359.3428,359.3428,PASS
GOLDM,15m,2026-08-25 19:15:00,161183.3892,161183.3892,0.0,361.7856,361.7856,PASS
GOLDM,15m,2026-08-25 19:30:00,161178.7302,161178.7302,0.0,359.1547,359.1547,PASS
GOLDM,15m,2026-08-25 19:45:00,161178.7302,161178.7302,0.0,371.2956,371.2956,PASS
GOLDM,15m,2026-08-25 20:00:00,161178.7302,161178.7302,0.0,363.413,363.413,PASS
GOLDM,15m,2026-08-25 20:15:00,161178.7302,161178.7302,0.0,411.1775,411.1775,PASS
GOLDM,15m,2026-08-25 20:30:00,161178.7302,161178.7302,0.0,383.9812,383.9812,PASS
GOLDM,15m,2026-08-25 20:45:00,161178.7302,161178.7302,0.0,344.3177,344.3177,PASS
GOLDM,15m,2026-08-25 21:00:00,161201.9782,161201.9782,0.0,377.4314,377.4314,PASS
GOLDM,15m,2026-08-25 21:15:00,161623.9034,161623.9034,0.0,416.5262,416.5262,PASS
GOLDM,15m,2026-08-25 21:30:00,161719.5554,161719.5554,0.0,405.2718,405.2718,PASS
GOLDM,15m,2026-08-25 21:45:00,161719.5554,161719.5554,0.0,406.0598,406.0598,PASS
GOLDM,15m,2026-08-25 22:00:00,161719.5554,161719.5554,0.0,389.0499,389.0499,PASS
GOLDM,15m,2026-08-25 22:15:00,161719.5554,161719.5554,0.0,374.2082,374.2082,PASS
GOLDM,15m,2026-08-25 22:30:00,161719.5554,161719.5554,0.0,342.8402,342.8402,PASS
GOLDM,15m,2026-08-25 22:45:00,161719.5554,161719.5554,0.0,350.8668,350.8668,PASS
GOLDM,15m,2026-08-25 23:00:00,161719.5554,161719.5554,0.0,350.2224,350.2224,PASS
GOLDM,15m,2026-08-25 23:15:00,161719.5554,161719.5554,0.0,323.5186,323.5186,PASS
GOLDM,15m,2026-08-25 23:30:00,161719.5554,161719.5554,0.0,296.4322,296.4322,PASS
GOLDM,15m,2026-08-26 09:15:00,161719.5554,161719.5554,0.0,347.1935,347.1935,PASS
GOLDM,15m,2026-08-26 09:30:00,161719.5554,161719.5554,0.0,331.6612,331.6612,PASS
GOLDM,15m,2026-08-26 09:45:00,161719.5554,161719.5554,0.0,303.7177,303.7177,PASS
GOLDM,15m,2026-08-26 10:00:00,161719.5554,161719.5554,0.0,279.0981,279.0981,PASS
GOLDM,15m,2026-08-26 10:15:00,161719.5554,161719.5554,0.0,254.0817,254.0817,PASS
GOLDM,15m,2026-08-26 10:30:00,161719.5554,161719.5554,0.0,226.7348,226.7348,PASS
GOLDM,15m,2026-08-26 10:45:00,161719.5554,161719.5554,0.0,224.4457,224.4457,PASS
GOLDM,15m,2026-08-26 11:00:00,161726.5138,161726.5138,0.0,213.7047,213.7047,PASS
GOLDM,15m,2026-08-26 11:15:00,161726.5138,161726.5138,0.0,222.7539,222.7539,PASS
GOLDM,15m,2026-08-26 11:30:00,161726.5138,161726.5138,0.0,210.1283,210.1283,PASS
GOLDM,15m,2026-08-26 11:45:00,161726.5138,161726.5138,0.0,196.9402,196.9402,PASS
GOLDM,15m,2026-08-26 12:00:00,161661.3408,161661.3408,0.0,257.1169,257.1169,PASS
GOLDM,15m,2026-08-26 12:15:00,161661.3408,161661.3408,0.0,276.5974,276.5974,PASS
GOLDM,15m,2026-08-26 12:30:00,161661.3408,161661.3408,0.0,275.3311,275.3311,PASS
GOLDM,15m,2026-08-26 12:45:00,161661.3408,161661.3408,0.0,269.9426,269.9426,PASS
GOLDM,15m,2026-08-26 13:00:00,161661.3408,161661.3408,0.0,268.2855,268.2855,PASS
GOLDM,15m,2026-08-26 13:15:00,161661.3408,161661.3408,0.0,251.5713,251.5713,PASS
GOLDM,15m,2026-08-26 13:30:00,161661.3408,161661.3408,0.0,256.8094,256.8094,PASS
GOLDM,15m,2026-08-26 13:45:00,161584.175,161584.175,0.0,242.6745,242.6745,PASS
GOLDM,15m,2026-08-26 14:00:00,161584.175,161584.175,0.0,240.8954,240.8954,PASS
GOLDM,15m,2026-08-26 14:15:00,161584.175,161584.175,0.0,227.2462,227.2462,PASS
GOLDM,15m,2026-08-26 14:30:00,161509.0081,161509.0081,0.0,227.8718,227.8718,PASS
GOLDM,15m,2026-08-26 14:45:00,161448.4944,161448.4944,0.0,224.8932,224.8932,PASS
GOLDM,15m,2026-08-26 15:00:00,161221.3948,161221.3948,0.0,237.0776,237.0776,PASS
GOLDM,15m,2026-08-26 15:15:00,161221.3948,161221.3948,0.0,237.5647,237.5647,PASS
GOLDM,15m,2026-08-26 15:30:00,161221.3948,161221.3948,0.0,225.8039,225.8039,PASS
GOLDM,15m,2026-08-26 15:45:00,161221.3948,161221.3948,0.0,208.6699,208.6699,PASS
GOLDM,15m,2026-08-26 16:00:00,161103.6447,161103.6447,0.0,214.5583,214.5583,PASS
GOLDM,15m,2026-08-26 16:15:00,161103.6447,161103.6447,0.0,216.4652,216.4652,PASS
GOLDM,15m,2026-08-26 16:30:00,161103.6447,161103.6447,0.0,195.0544,195.0544,PASS
GOLDM,15m,2026-08-26 16:45:00,161103.6447,161103.6447,0.0,196.712,196.712,PASS
GOLDM,15m,2026-08-26 17:00:00,161103.6447,161103.6447,0.0,196.9266,196.9266,PASS
GOLDM,15m,2026-08-26 17:15:00,161103.6447,161103.6447,0.0,193.4389,193.4389,PASS
GOLDM,15m,2026-08-26 17:30:00,161103.6447,161103.6447,0.0,210.8657,210.8657,PASS
GOLDM,15m,2026-08-26 17:45:00,161103.6447,161103.6447,0.0,231.5548,231.5548,PASS
GOLDM,15m,2026-08-26 18:00:00,161199.484,161199.484,0.0,229.2956,229.2956,PASS
GOLDM,15m,2026-08-26 18:15:00,161199.484,161199.484,0.0,304.5797,304.5797,PASS
GOLDM,15m,2026-08-26 18:30:00,161199.484,161199.484,0.0,299.3164,299.3164,PASS
GOLDM,15m,2026-08-26 18:45:00,161147.6826,161147.6826,0.0,298.097,298.097,PASS
GOLDM,15m,2026-08-26 19:00:00,161044.08,161044.08,0.0,297.7475,297.7475,PASS
GOLDM,15m,2026-08-26 19:15:00,161044.08,161044.08,0.0,300.1229,300.1229,PASS
GOLDM,15m,2026-08-26 19:30:00,161044.08,161044.08,0.0,292.6024,292.6024,PASS
GOLDM,15m,2026-08-26 19:45:00,161044.08,161044.08,0.0,300.502,300.502,PASS
GOLDM,15m,2026-08-26 20:00:00,161044.08,161044.08,0.0,291.585,291.585,PASS
GOLDM,15m,2026-08-26 20:15:00,161044.08,161044.08,0.0,281.1542,281.1542,PASS
GOLDM,15m,2026-08-26 20:30:00,161004.1582,161004.1582,0.0,309.9618,309.9618,PASS
GOLDM,15m,2026-08-26 20:45:00,160464.9886,160464.9886,0.0,387.9682,387.9682,PASS
GOLDM,15m,2026-08-26 21:00:00,160444.1114,160444.1114,0.0,414.1402,414.1402,PASS
GOLDM,15m,2026-08-26 21:15:00,160444.1114,160444.1114,0.0,390.9501,390.9501,PASS
GOLDM,15m,2026-08-26 21:30:00,160379.0985,160379.0985,0.0,416.6251,416.6251,PASS
GOLDM,15m,2026-08-26 21:45:00,160376.8361,160376.8361,0.0,410.3543,410.3543,PASS
GOLDM,15m,2026-08-26 22:00:00,160222.0754,160222.0754,0.0,375.9619,375.9619,PASS
GOLDM,15m,2026-08-26 22:15:00,159898.0446,159898.0446,0.0,413.8016,413.8016,PASS
GOLDM,15m,2026-08-26 22:30:00,159695.466,159695.466,0.0,421.5013,421.5013,PASS
GOLDM,15m,2026-08-26 22:45:00,159581.905,159581.905,0.0,389.7511,389.7511,PASS
GOLDM,15m,2026-08-26 23:00:00,159545.2886,159545.2886,0.0,390.6259,390.6259,PASS
GOLDM,15m,2026-08-26 23:15:00,159362.9792,159362.9792,0.0,416.3549,416.3549,PASS
GOLDM,15m,2026-08-26 23:30:00,158745.0877,158745.0877,0.0,492.6291,492.6291,PASS
GOLDM,15m,2026-08-27 09:15:00,158745.0877,158745.0877,0.0,754.8576,754.8576,PASS
GOLDM,15m,2026-08-27 09:30:00,158745.0877,158745.0877,0.0,743.7147,743.7147,PASS
GOLDM,15m,2026-08-27 09:45:00,158745.0877,158745.0877,0.0,702.0955,702.0955,PASS
GOLDM,15m,2026-08-27 10:00:00,158411.5616,158411.5616,0.0,1067.2463,1067.2463,PASS
GOLDM,15m,2026-08-27 10:15:00,157934.081,157934.081,0.0,1106.3719,1106.3719,PASS
GOLDM,15m,2026-08-27 10:30:00,157934.081,157934.081,0.0,1240.9766,1240.9766,PASS
GOLDM,15m,2026-08-27 10:45:00,157934.081,157934.081,0.0,1199.1472,1199.1472,PASS
GOLDM,15m,2026-08-27 11:00:00,157934.081,157934.081,0.0,1085.7893,1085.7893,PASS
GOLDM,15m,2026-08-27 11:15:00,157934.081,157934.081,0.0,1032.9911,1032.9911,PASS
GOLDM,15m,2026-08-27 11:30:00,157934.081,157934.081,0.0,950.1592,950.1592,PASS
GOLDM,15m,2026-08-27 11:45:00,157934.081,157934.081,0.0,852.466,852.466,PASS
GOLDM,15m,2026-08-27 12:00:00,157934.081,157934.081,0.0,801.7217,801.7217,PASS
GOLDM,15m,2026-08-27 12:15:00,157934.081,157934.081,0.0,761.2681,761.2681,PASS
GOLDM,15m,2026-08-27 12:30:00,157934.081,157934.081,0.0,709.8901,709.8901,PASS
GOLDM,15m,2026-08-27 12:45:00,157934.081,157934.081,0.0,630.7417,630.7417,PASS
GOLDM,15m,2026-08-27 13:00:00,157934.081,157934.081,0.0,588.2848,588.2848,PASS
GOLDM,15m,2026-08-27 13:15:00,157934.081,157934.081,0.0,594.5706,594.5706,PASS
GOLDM,15m,2026-08-27 13:30:00,157934.081,157934.081,0.0,544.9755,544.9755,PASS
GOLDM,15m,2026-08-27 13:45:00,157934.081,157934.081,0.0,521.8129,521.8129,PASS
GOLDM,15m,2026-08-27 14:00:00,157934.081,157934.081,0.0,505.6775,505.6775,PASS
GOLDM,15m,2026-08-27 14:15:00,157934.081,157934.081,0.0,495.3979,495.3979,PASS
GOLDM,15m,2026-08-27 14:30:00,157934.081,157934.081,0.0,479.1649,479.1649,PASS
GOLDM,15m,2026-08-27 14:45:00,157934.081,157934.081,0.0,447.4707,447.4707,PASS
GOLDM,15m,2026-08-27 15:00:00,157934.081,157934.081,0.0,417.3923,417.3923,PASS
GOLDM,15m,2026-08-27 15:15:00,157934.081,157934.081,0.0,428.8269,428.8269,PASS
GOLDM,15m,2026-08-27 15:30:00,157913.174,157913.174,0.0,402.5224,402.5224,PASS
GOLDM,15m,2026-08-27 15:45:00,157821.1203,157821.1203,0.0,422.4354,422.4354,PASS
GOLDM,15m,2026-08-27 16:00:00,157678.7182,157678.7182,0.0,382.6961,382.6961,PASS
GOLDM,15m,2026-08-27 16:15:00,157678.7182,157678.7182,0.0,393.7468,393.7468,PASS
GOLDM,15m,2026-08-27 16:30:00,157678.7182,157678.7182,0.0,367.1223,367.1223,PASS
GOLDM,15m,2026-08-27 16:45:00,157678.7182,157678.7182,0.0,347.9353,347.9353,PASS
GOLDM,15m,2026-08-27 17:00:00,157678.7182,157678.7182,0.0,318.2794,318.2794,PASS
GOLDM,15m,2026-08-27 17:15:00,157678.7182,157678.7182,0.0,369.2328,369.2328,PASS
GOLDM,15m,2026-08-27 17:30:00,157678.7182,157678.7182,0.0,356.5273,356.5273,PASS
GOLDM,15m,2026-08-27 17:45:00,157678.7182,157678.7182,0.0,381.2728,381.2728,PASS
GOLDM,15m,2026-08-27 18:00:00,157678.7182,157678.7182,0.0,374.894,374.894,PASS
GOLDM,15m,2026-08-27 18:15:00,157639.7371,157639.7371,0.0,376.9117,376.9117,PASS
GOLDM,15m,2026-08-27 18:30:00,157629.5932,157629.5932,0.0,379.9264,379.9264,PASS
GOLDM,15m,2026-08-27 18:45:00,157603.1491,157603.1491,0.0,365.9387,365.9387,PASS
GOLDM,15m,2026-08-27 19:00:00,157603.1491,157603.1491,0.0,384.4489,384.4489,PASS
GOLDM,15m,2026-08-27 19:15:00,157603.1491,157603.1491,0.0,404.0407,404.0407,PASS
GOLDM,15m,2026-08-27 19:30:00,157535.5558,157535.5558,0.0,395.2006,395.2006,PASS
GOLDM,15m,2026-08-27 19:45:00,157501.4621,157501.4621,0.0,370.6672,370.6672,PASS
GOLDM,15m,2026-08-27 20:00:00,157501.4621,157501.4621,0.0,356.556,356.556,PASS
GOLDM,15m,2026-08-27 20:15:00,157501.4621,157501.4621,0.0,376.4633,376.4633,PASS
GOLDM,15m,2026-08-27 20:30:00,157501.4621,157501.4621,0.0,365.8861,365.8861,PASS
GOLDM,15m,2026-08-27 20:45:00,157501.4621,157501.4621,0.0,349.7384,349.7384,PASS
GOLDM,15m,2026-08-27 21:00:00,157501.4621,157501.4621,0.0,323.1153,323.1153,PASS
GOLDM,15m,2026-08-27 21:15:00,157642.7867,157642.7867,0.0,434.0961,434.0961,PASS
GOLDM,15m,2026-08-27 21:30:00,158254.2776,158254.2776,0.0,494.2468,494.2468,PASS
GOLDM,15m,2026-08-27 21:45:00,158254.2776,158254.2776,0.0,539.8723,539.8723,PASS
GOLDM,15m,2026-08-27 22:00:00,158254.2776,158254.2776,0.0,574.2269,574.2269,PASS
GOLDM,15m,2026-08-27 22:15:00,158254.2776,158254.2776,0.0,529.6891,529.6891,PASS
GOLDM,15m,2026-08-27 22:30:00,158254.2776,158254.2776,0.0,494.4076,494.4076,PASS
GOLDM,15m,2026-08-27 22:45:00,158254.2776,158254.2776,0.0,473.5063,473.5063,PASS
GOLDM,15m,2026-08-27 23:00:00,158254.2776,158254.2776,0.0,443.7553,443.7553,PASS
GOLDM,15m,2026-08-27 23:15:00,158254.2776,158254.2776,0.0,441.9627,441.9627,PASS
GOLDM,15m,2026-08-27 23:30:00,158254.2776,158254.2776,0.0,422.1356,422.1356,PASS
GOLDM,15m,2026-08-28 09:15:00,158011.3824,158011.3824,0.0,546.4463,546.4463,PASS
GOLDM,15m,2026-08-28 09:30:00,157773.8785,157773.8785,0.0,513.7053,513.7053,PASS
GOLDM,15m,2026-08-28 09:45:00,157773.8785,157773.8785,0.0,484.7544,484.7544,PASS
GOLDM,15m,2026-08-28 10:00:00,157773.8785,157773.8785,0.0,473.6287,473.6287,PASS
GOLDM,15m,2026-08-28 10:15:00,157773.8785,157773.8785,0.0,444.8572,444.8572,PASS
GOLDM,15m,2026-08-28 10:30:00,157773.8785,157773.8785,0.0,418.0477,418.0477,PASS
GOLDM,15m,2026-08-28 10:45:00,157773.8785,157773.8785,0.0,393.0397,393.0397,PASS
