datetime,open,high,low,close,volume
2026-08-03T09:05:00+0530,225400.0,225586.0,225255.0,225586.0,37
2026-08-03T09:10:00+0530,225586.0,225749.0,225534.0,225534.0,15
2026-08-03T09:15:00+0530,225534.0,225607.0,225473.0,225538.0,22
2026-08-03T09:20:00+0530,225538.0,225614.0,225519.0,225606.0,10
2026-08-03T09:25:00+0530,225609.0,225624.0,225567.0,225624.0,15
2026-08-03T09:30:00+0530,225624.0,225853.0,225624.0,225755.0,38
2026-08-03T09:35:00+0530,225755.0,226010.0,225703.0,226010.0,32
2026-08-03T09:40:00+0530,226010.0,226010.0,225700.0,225777.0,9
2026-08-03T09:45:00+0530,225777.0,225968.0,225777.0,225968.0,23
2026-08-03T09:50:00+0530,225968.0,226000.0,225949.0,225949.0,15
2026-08-03T09:55:00+0530,225949.0,226050.0,225949.0,226050.0,10
2026-08-03T10:00:00+0530,226050.0,226419.0,226050.0,226419.0,44
2026-08-03T10:05:00+0530,226419.0,226436.0,226201.0,226303.0,22
2026-08-03T10:10:00+0530,226303.0,226319.0,226160.0,226319.0,19
2026-08-03T10:15:00+0530,226319.0,226453.0,226286.0,226443.0,22
2026-08-03T10:20:00+0530,226443.0,226641.0,226086.0,226086.0,63
2026-08-03T10:25:00+0530,226086.0,226097.0,226001.0,226011.0,15
2026-08-03T10:30:00+0530,226011.0,226011.0,225919.0,225919.0,28
2026-08-03T10:35:00+0530,225919.0,225919.0,225646.0,225683.0,20
2026-08-03T10:40:00+0530,225683.0,225700.0,225501.0,225598.0,42
2026-08-03T10:45:00+0530,225598.0,225602.0,225416.0,225473.0,30
2026-08-03T10:50:00+0530,225473.0,225590.0,225473.0,225590.0,28
2026-08-03T10:55:00+0530,225590.0,225800.0,225590.0,225645.0,51
2026-08-03T11:00:00+0530,225645.0,225645.0,225162.0,225162.0,52
2026-08-03T11:05:00+0530,225162.0,225215.0,224950.0,225010.0,60
2026-08-03T11:10:00+0530,225010.0,225344.0,224800.0,225252.0,61
2026-08-03T11:15:00+0530,225252.0,225263.0,225187.0,225199.0,18
2026-08-03T11:20:00+0530,225199.0,225254.0,225111.0,225197.0,15
2026-08-03T11:25:00+0530,225197.0,225642.0,225197.0,225642.0,23
2026-08-03T11:30:00+0530,225642.0,225704.0,225395.0,225395.0,50
2026-08-03T11:35:00+0530,225395.0,225651.0,225395.0,225575.0,14
2026-08-03T11:40:00+0530,225575.0,225575.0,225501.0,225562.0,5
2026-08-03T11:45:00+0530,225562.0,225748.0,225520.0,225748.0,7
2026-08-03T11:50:00+0530,225748.0,226326.0,225747.0,226143.0,19
2026-08-03T11:55:00+0530,226143.0,226143.0,225775.0,225775.0,22
2026-08-03T12:00:00+0530,225775.0,225867.0,225705.0,225742.0,33
2026-08-03T12:05:00+0530,225742.0,225742.0,225591.0,225603.0,34
2026-08-03T12:10:00+0530,225603.0,225603.0,225549.0,225549.0,2
2026-08-03T12:15:00+0530,225549.0,225602.0,225549.0,225601.0,3
2026-08-03T12:20:00+0530,225601.0,225601.0,225490.0,225490.0,9
2026-08-03T12:25:00+0530,225490.0,225504.0,225430.0,225430.0,12
2026-08-03T12:30:00+0530,225430.0,225430.0,225200.0,225249.0,14
2026-08-03T12:35:00+0530,225249.0,225357.0,225249.0,225357.0,8
2026-08-03T12:40:00+0530,225357.0,225489.0,225357.0,225411.0,2
2026-08-03T12:45:00+0530,225411.0,225411.0,224900.0,224900.0,48
2026-08-03T12:50:00+0530,224900.0,225238.0,224900.0,225238.0,6
2026-08-03T12:55:00+0530,225238.0,225314.0,225238.0,225314.0,1
2026-08-03T13:00:00+0530,225314.0,225314.0,225202.0,225202.0,1
2026-08-03T13:05:00+0530,225202.0,225590.0,225202.0,225590.0,12
2026-08-03T13:10:00+0530,225590.0,225739.0,225590.0,225641.0,17
2026-08-03T13:15:00+0530,225641.0,225645.0,225641.0,225645.0,3
2026-08-03T13:20:00+0530,225645.0,225800.0,225645.0,225800.0,34
2026-08-03T13:25:00+0530,225800.0,225800.0,225600.0,225600.0,4
2026-08-03T13:30:00+0530,225600.0,225600.0,225445.0,225445.0,3
2026-08-03T13:35:00+0530,225445.0,225661.0,225445.0,225661.0,6
2026-08-03T13:40:00+0530,225661.0,225661.0,225526.0,225527.0,7
2026-08-03T13:45:00+0530,225527.0,225527.0,225400.0,225400.0,7
2026-08-03T13:50:00+0530,225400.0,225500.0,225400.0,225417.0,4
2026-08-03T13:55:00+0530,225417.0,225417.0,225417.0,225417.0,0
2026-08-03T14:00:00+0530,225417.0,225485.0,225400.0,225400.0,2
2026-08-03T14:05:00+0530,225400.0,225772.0,225400.0,225772.0,10
2026-08-03T14:10:00+0530,225772.0,225784.0,225700.0,225700.0,7
2026-08-03T14:15:00+0530,225700.0,226098.0,225662.0,225825.0,82
2026-08-03T14:20:00+0530,225825.0,225825.0,225738.0,225738.0,2
2026-08-03T14:25:00+0530,225738.0,225846.0,225738.0,225846.0,6
2026-08-03T14:30:00+0530,225846.0,225901.0,225843.0,225901.0,8
2026-08-03T14:35:00+0530,225901.0,225901.0,225869.0,225900.0,12
2026-08-03T14:40:00+0530,225900.0,226000.0,225872.0,225928.0,23
2026-08-03T14:45:00+0530,225928.0,225999.0,225717.0,225757.0,16
2026-08-03T14:50:00+0530,225757.0,225757.0,225527.0,225588.0,10
